essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
23	3	�Do Not Exceed Posted Speed Limit� had a  rough setting between harzardous things and the death defying heat. The cyclist had to endure the pain of dehydration and determination. He had been given bad directions that almost caused him his life. He was travelling through a desert and claimed the temperature was @NUM1.Also, the cyclist had to ration his water because it was ghost towns in which our character passed through. He used nature skills he�d once learned and began to suck on pebbles which take the mind off thirst and uses saliva to help refresh your throat. Throughout his adventure everything kept this young man from getting water and to whenever there was water any faster. He had survived and wouldn�t ever take shortcuts again	2	2		2																					
24	3	An example of the setting affecting the cyclist is when he has the lock of water in a ghost town in just eliterat. He frind the water but e tar like substance come out and it tasted like battery. When he left he had to go through rough road which he couldn�t travel that fast leanes of the condition of the road.	1	1		1																					
28	3	The features of the setting affect the cyclist in two way. This ways are pysical and mental. The pysical ways that features affect cyclist is the terrain. If the roads are long and wiredy, this could wear the cyclist out. They could also become physically tired if the incline of the hill is to steep. When it�s you against gravity, it can be egausting. The temperature can also be a crusal factor in a cyclist pysical ability. Nobody want to feel like their in a sauna when they are bike riding. The cyclist and also be attracted mentally. If the terrain looks deserted or anything like a desert the byciclist instintaniously thinks �dehydration� and �death.� If some people see dead animals or bones they would think they could die. If they see vulture circling them they would get afraid and think death, but the worse thing of all is that knowing all of these things are in the same place at the same time. This is how setting affects cyclists	3	2		3																					
33	3	In the essay the mshan writes of rough rodes timit the cyclist�s had to overcome to reach @CAPS1 gole.	1	1		1																					
34	3	Understanding, realitic, mode-all are reason�s how setting affects the setting. If a book has a good setting then the book might be pretty good. When you have a setting it�s more understable of what they are trying today. And if you have a good setting it makes it more realitic So when you read it you wont be thrown off, the mode of the story sets it all off, because usually books have there ups and downs. That�s why they chase the mode.  	0	0		0																					
35	3	The setting of the story affected the cyclist by making him dehydrated which could lead to a heatstroke. �I could drop from a heatstroke� this shows that it was hot out and he was feeling bad if he could have dropped from a heatstroke.	1	1		1																					
36	3	"The terrain during the cyclist�s journey greatly affects him. For example, the first terrain that he experienced was not very hilly, but rather flat and soothing. The author stated, �I rode into the morning with strong legs and a smile on my face.� This shows that he was energized and happy. However, the reader can predict that the journey will not remain this joyful, because the cyclist is basically in the desert during the summer, in which it is extremely hot. Then, the cyclist experiences hilly terrain that sucked the life from his body, especially because he had no water left. The cyclist said, �sometimes life can feel so cruel"", emphasizing that the cyclist mood had changed from enthusiastic to tired and forlorn.  This change of mood from the terrain can be connected to real life, as obstacles are include, in which the person must persevere and be strong to overcome, in which the cyclist finally did. "	3	2		3																					
38	3	The narrator in this story goes through a tough journey insisting of hope, challenge physical pain, despair, and relief. All of these are further developed by the settings where they take place, For example after taking advice from old men at a campsite, he is on his way through the deserts of California. If he had been almost anywhere else, his journey could have been much better. He could have gotten more reliable advice, or had been in a place where the towns were not miles and miles apart. Also, at one point he reaches a snake on the road. This could symbolize a decision, which was to go and how it will affect the outcome of his trip, or perhaps the decisions he had already made. To take advice from strangers and better yet he should use it. The irony continues as he becomes dehydrated and the flat land turns hilly. If that weren�t to happen he could have been more successful and healthy on his trip. The setting in this men�s story are necessary for if to have plot line and have the humour it possesses. If he were in the city, for example, he would not get lost and stranded, and therefore would have no story.	3	2		3																					
39	3	The setting in the story changes many times. It starts in an area with rivers and pine trees. Then the cyclist arrives ant a town. After that he is pounded by the hot sun and along hilly road. With not much water left the cyclist uses all the energy he had to get to a town where he could get something to drink. The setting was what made the cyclists journey a hard one.	1	1		1																					
41	3	The setting effects the cyclist because he is in the desert with no water and doesnt know where he is going. The old men on the porch gave him wrong directions now he is lost in the desert. The cyclist find the will power to keep on moving and he finds help along the way. He finds another old man there that offer him directions but he says he has a map	1	1		1																					
42	3	The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, �no one in sight, not a building, car, or structure of any kind.� He uses tone words to describe how had things are when he says, �The water bottle contained only a few tantalizing sips.� He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, � one long, crippling hill.� The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.	2	2		2																					
43	3	The features of the setting affect the cyclist alot. The hot sun beating down on him makes him sweat and makes him thirsty. The bumpy roods and hills make him work harder. The abandoned places make him lose hope. If faced with these obstacles I would have been affected in the same way. As I believe any human would be.	1	2		2																					
44	3	The features of the setting affect the cyclist.The features of the setting, or nature, affect the cyclist because they are wearing her out. The cyclist is going to the city of of yosemite but some guys gave her a short cut. Through this shortcut are hills and heat and lack of water. @CAPS1 describes this by saying, �I wiped the sweat from my eyes to make sure it wasn�t a mirage, and tried not to get too excited.� @CAPS1 is excited that there is a building that @CAPS1 might get some water from. Also, @CAPS1 wiped the sweat from her eyes meaning it is hot outside and @CAPS1 is sweating and losing water. Therefore, the features of the setting affect the cyclist.	2	2		2																					
45	3	The three most important features of the setting that effect the cyclist are the ground he is traveling, the towns he passes, and the availability of water. The ground the cyclist is riding over is important because the rougher the terrain, and the more hills there are, the more energy he must use, and the less distance he can travel. @PERSON1 is riding fine until he must travel the rolling hills which consume his energy, ehausts his water, and causes dividing hope. As he approaches towns, his hope increases but soon fades due to the realization that the town will be unable of giving him relief. When he pumps out water that tastes like �battery acid,� his hope once again diminishes. As he sees the bait and tackle shop, he knows he can make it there and that when he gets there he can recover. These three features are what effects the cyclist the most.	2	2		2																					
46	3	In the story of �rough road ahead :do not exceed posted limit� the setting affected the cyclist. In the middle of the desert during the summer the cyclist was low on water. The old men gave him the wrong directions, so mainly it is the old guys thought he dies. The cyclist survives but the heat and the season he was riding he�ll probably bring another water botlle nextime	1	1		1																					
50	3	The features of setting affect the cyclist. It was hard arrived at the first town for author. For example �Rough Road Ahead: Do not Exceed Posted Speed Limit.� The road that author was ridding, it was rough. @CAPS1 example is �Flat road was replaced by short, rolling hills.� All the road was hills and rough. Than �The water bottle contained only a few tontalizing sips.� @CAPS1 doesn�t have that much water. That was really hard.	2	1		2																					
52	3	The setting puts a great deal of stress on the cyclist. The biggest issue he faces is the weather. He is a cyclist �traveling through the high deserts of @LOCATION1 in June.� He had been riding his bike all day and he was soon going to run out of water. Just when he thought he could drink more water, he drank �water feeling somewhere in the neighborhood of two hundred degrees.� The weather being so hot and humid, did not help the cyclist throughout his journey. Another factor of the setting that affected the cyclist was the terrain. �Flat road was replaced by short, rolling hills,� is a main problem the cyclist faced. These changes in terrain played into the fact that the weather did not cooperate. The hills made the cyclist work harder therefore use more energy. Luckily the terrain had a positive affect on the cyclist as well. The stones he found on the ground, helped keep his mind off the thirst. There were many factors of the setting that negatively and positively affected the cyclist throughout his adventure.	3	2		3																					
53	3	The narration of �Rough Road ahead� a solo cyclist encounters several challenges throughout the story. The changes in his environment directly affect the completion of his journey and his health. As the narrator makes his way to Yosemite national park from the none of the old men his first encounter with his environment acknowledges his deserve and need for water. The text states �I had been huting my water pretty regularly... the high deserts of California in June�. To disappointed the truck stop�s water supply from the pumps was not adequate for his concumption, only forcing him to link elsewhere to quench his thirst next, he explenced rolling hills by exsercising more energy he made his way now everyone still in need of water. His spend lost his quickness as thoughts of his crippling dyhydration distracted him. He wer came his challenges making his was to a bate shop as the heat beat him unmercifully. The change in his environment challenged his heath and created a obstraction that nearly deterred him from his goal.	3	2		3																					
54	3	The setting affected the cyclist a lot. One way was the heat. It got so hot that he was becoming dehydrated. He kept drinking his water, until he didnt have any left. Another reason is because the road turned into hills which made him use more energy. Finally, it didn't help that he hadnt seen any sign of living creatures except for a snake @CAPS1 how the setting affected the cyclist.	2	2		2																					
55	3	The features of the setting in �Do Not Exceed Posted Speed Limit� affect the main character the cyclist. The cyclist is biking �through the high desert of california in June.� So naturally it can be infereal that it is not and dry, making water a delicacy. As the cyclist is passing through a ghost town and a pump that releases �a tarlike substance followed by brackish water� he is runningout of his precious water. The surrounding landscape of lonely hills tumbleweeds and snakes does not inspire confidence. In fact, the cyclist feels that �l cald drop from heat stroke on a gorgeous day in June.� He finds an old Grape Juice Factory no longer in service causing more anxiousness and dispare l have had an experience similar to this where l wat out walking in a state park in the @DATE1. I was freezing, and a desolate landscape of snow covered trees made me feel at if I�d never be warm again similar to He cyclist who�s environment made him feel hes wald die of dehydration. So, as can be seen. He setting of this short story affects the cyclist.   	3	3		3																					
58	3	"I think the features of the setting that affected the cyclist were the terrain �Flat road was replaced by short rolling hills� this shows that he is a warm and trobled by the change of the terrain. He also fells alone �I toiled on at some point tumbleweed crossed my path� he also. Though he was in a ghost town. �Summer time� rattled around in the dry honeycombs of my detorating brain"" he felt that he was slowly dying. He also though he was losing it, the sun had a great impact on him because he wiped his face to make sure he was no seeing a mirage. But through it all he had hopes the author also wants us to have hope and keep on going even though things dont look good keep moving foward never look back and alway's be positive and take advanage of your surrounding. This is the message the author tries to give"	2	2		2																					
60	3	The features of the setting effects the cyclist by the way that the auther started talking and how he sound at the beginning of the story. When they both at the picture he looks like hes cecilla ssing and then ceoos. To the story and goo continue ties reads. It doesn�t sound like he is enjoying his ride, because of the niuse he was down on the bumpy roads, sparkes, and the bor of counter tirst he doesn�t have. hes sacting time and sec from add perso doesn�t mic at all because there could hou old �timers and don�t know once thou are tailoring around her, to save, to goo shouldn�t take advice from them because goo could end its line this nidsnes transitin califend doesn�t and how feres how could now do it, to let some or therefore so be dehydrated.	2	2		2																					
65	3	The setting effected the cyclist in a great way. The snakes blocked his pathways, and hi short water supply made it hard to continue. He felt as if he could drop of a heatstroke. His environment, and the information from the old man made his ride very hard to continue. All in all, his settings had a big effect on him.	1	1		1																					
69	3	The features of setting  really effects the cyclist because of the condition. For example, the weather, it is hot, it will slow the person down. And if it�s perfect that will let the person go at regular speed. And the roads, if the road is bumpy that will slow them down. And if its smooth that will speed them up. See, it really does depend on the condition.	1	1		1																					
70	3	"The setting affects the  author alot. First he is in a California desert in the middle of June. It is very hot out. This makes the cyclist very tired. There are some cool pines, but they do help much. There is also no where to get water for a very long time. The narration states, �I eased past, trying to keep my balance in my dehydrated state"" (Kurmaskie @NUM1). With no water the cyclist was dehydrated. This hurt his biking skills like balance and led stregth. Finally there was no one around for most of the story. The cyclist did not know how far he had to go until he reached @CAPS1 or water. There was also no one  to help him if he were to have a heat stroke."	1	1		1																					
71	3	In the story �Do Not Exceed Posted Speed Limit� the features of the setting affected the cyclist. For example, the cyclist traveled miles on a bike dealing with the weather in the deserts, little bit of water, and being tired. The cyclist faced many hard times trying to travel on a bicycle from one point to another.	1	1		1																					
72	3	The setting of this story greatly affects the cyclist�s attitude and adversities. The path of the cyclist is through California deserts, which are dry and hot. This first presents the major conflict of the story, the danger of the cyclist getting heatstake. In the reading, the author says, �I had been hitting my water bottles pretty regularly� If the setting was in a cooler climate, the author would most likely not drank as often, and would not face dehydration. The trip would not have been as dangerous for the cyclist if the climate was different. Another element of the setting that affected the cyclist was the terrain. In the reading it says, �Flat road was replaced by short, rolling hills.� The rough road not only would take a toil on the authors body, but also his mind. While riding, the author thinks, � I was doing a water-depleting 12 mph� This shows how his attitude is getting less and less optimistic as well as keeping his mind on his thirst. Thinking of his thirst would only get him more thirsty. The small change in terrain had a large impact on the authors journey. Perhaps the most influential element of the setting is the isolation. Only until the end of the story does the cyclist run into another human. Up until that point, He was all alone, having to deal with his thirst and fatigue on his own. If the setting had been in a more urbanized area, the cyclist could have gotten help from other people, which would have made his ordeal very easy. Also known, that nobody was going to help him played a large role in the mental state of the author. In conclusion, the conflict of this story was set up by the setting. If the setting were not hot, rough, and isolated, the cyclist would have had an easy journey, and the story would not have been as exciting or interesting. A different setting in my opinion would have ruined the story.	3	3		3																					
73	3	The features in the setting affect the cyclist in many ways. When the cyclist was going through the desert, it had be dry old, dirty ��. I came to a fork of sorts, One ramshackle shed, several rusty pumps, and a corral that couldn�t hold in the largest mule greeted me. This side was troubling. �when she wanted to us the rusty water pump farlike substance oozed out and the water seem like to be @NUM1 degrees. �Not two miles into this next section of ride, I notice the terrain changing. Flat road was replaced by short, rolling hills. �This made it more difficult for the cyclist to ride the bike. This would make the cyclist more tired. As the cyclist moved on it was getting more tire and his water supply was going down. It was try me to keep his balance while he kept riding	1	1		1																					
74	3	How the setting of the place effects the cyclist is for one its to dry a cyclist would be ridy for haurst shouldn�t be in a place that�s dry.Like in the story it says �I was travelling through the high parts of California in June� meaning it was really hot and dry.Second would be the animals there dangerous.A cyclist should be riding in a place with diamond back snakes it says in the text �I toiled on.At some point,tumbleweeds crossed my path t a ridiculously larger skilt it really did look like adiamond back� which if it really has one would be really dangerous  & cyclist should not be riding in that type of dangerous places no matter what type there are.That is how the settings of the surrandings effect the cyclist & how can it�s a bad place for them to ride.	2	2		2																					
75	3	The features of the setting affect the cylceist by the ground would change terrian a lot makeing it difficult to ride at the same speed the entire way. Also, the lack of water made it hard to focus. I think the features of the setting affect the cycleist by people think they are worse than the actually are.	1	1		1																					
76	3	The setting affects the cyclist in many ways. The setting affects the cyclist because the weather is very hot and humid which makes him sweat which is using up energy because his body is trying to stay cool. Also the setting affects the cyclist because there is no water so on top of sweating being out of energy he has no water to refuel his body which makes it very hard for him to keep going.	1	1		1																					
80	3	The features of the setting affect to cyclist because of where he is. The biker is in a campground in California. By saying that one could sense it is a dusty place. Also, when the story says that the �town� had been abandoned. This also tells us that the place the cyclist is in is a diserted place without many people or places to stop. The story also talks about a snake in the road. A snake in the road tells one that the town is desireted I could tell that this �town� is deserted because around here, people do not goin towns that don`t have buildings. It a snake was in the road, then the town must be empty because around here streets are busy and no snakes in the road.	2	1		2																					
81	3	The setting greatly affects the cyclist because he is the one riding over, �short rolling hills,� and arround a,�ridiculously large snake,� and because its hot he could suffer from heatstroke at any minut. So yes the author is affected by the setting	1	1		1																					
83	3	"The features of the setting in Yosemite give the cyclist something in look forward to, but the feature of the sorting that he is in enduse in get there causes him despaire. As soon as the cyclist passes a ghost town and notices swettering hed of the sun during early endeavers of the trip he checks himself up as he says,""I brely noticed it [the sun], the cool pines and rushing hills of Yosemite had my name written all over them. Although the cyclist began to feel the toll that the trip and the sun was going to take on him, he erased the morning with the hope and bealy of arriving at Yosemite. The more the cyclist noticedthe sun the more he drank untill his water supply seemed low, striping as an old rusty water pump he had hope of being replenished but the taste of bitter battery acid caused the cyclist to stop drinking. The rolling hills, Sun and tumbleweds did nothing to quech the cyclist thirst or at least divert his assertion. If the cyclists was to see a sign that said Yosemite @NUM1 miles away his spirits would have risen, instead he saw a sign that said, �Rough Road Ahead� which did nothing to help him. If the terrain was more poporsed, easier to travel on and in plenty supply of water, the tune of this passive would be more hoped instead in such despair, the features of the setting caused the cyclist grief instead of hope."	3	3		3																					
84	3	 The bike rider in the short story �Do not exceed posted speed limit� by @PERSON1, is greatly affected by the condition of land around him. He is riding through the extremely dry desert and is running, low on water. However since it is such a dry place he can�t find any. Also since it is out in the middle of no where, there is no one he can ask for some. If this story was set somewhere else he wouldn�t have has either problems.	1	1		1																					
90	3	The setting and it`s features affect the cyclist greatly. He is in the desert and all the town's are abandoned. Also he now hits a sign that says �Rough Road Ahead�(kurmaskie, pg @NUM1). This makes his trip even worse because now he has to make it over not only big hills but torn up, old, beaten roads. And he has the sun beating down and is almost out of water.	2	1		2																					
92	3	The setting and features affect the cyclist because with each building he hopes for water, but since he is traveling through a desert water is in limited supply and many empty buildings are left out in the wastland. These buildings create a feeling of releve in the cyclist anty to be followed by despair to find them abandoned. The land with no features also creates a feeling of lost hope in the rider making his entire ordeal that much harder. Over all it was an excureiatly experience physicly and mentaly for the cyclists.	2	2		2																					
94	3	In the short story the cyclist was affected by the setting in many ways. The author was running out of water throughout the whole story. �The water bottles contained only a few tantalizing sips.� There was a limited amount of water in the bottles. He had to travel a long distance. �Not two miles into the next section.� He was getting tired quick. Also the terrain was not good. �I noticed the terrain changing, flat road was replaced by short, rolling hills.� It get harder and harder to continue his ride.	2	2		2																					
98	3	There are @NUM1 features of the setting that affects the cyclist on his journey. There is a lack of water, in the middle of nowhere, and nobody�s there. Due to lack of water, this feature really affects the cyclist. He will need water in all to move and get through his journey. Water is the main thing he should have. He could end up getting dehydrated and might cause him to die right in the middle of the street. Therefore water is one feature that affects the cyclist.  Furthermore he�s in the middle of nowhere. There is no buildings or nothing around, not even gas stations so where it is can stop and if he had money he would be able to buy about @NUM2 or @NUM3 bottles of water and maybe even a few snacks. That is another feature that will affect him. Lastly nobody�s around town in able to help him out or anything. Let�s say that he gets lost and he�ll need direction to get wherever he�s going well there�s nobody around in able to help him get around or anything. In conclusion those are the @NUM1 main features that will defentily affect the cyclist. 	1	2		2																					
99	3	The settings affect the cyclists for many reasons. One, if the setting is nice, the rider can concentrate on the scenery not on only pain they are having. also, if the setting isn�t very nice, the rider would probably concentrate more on the pain than they would the scenery. another thing is if the setting is very hilly & the rider has to drive over it, it @MONTH1 not feel the greatest. The cyclist would get even more pain than before plus the cyclist could could get dehydrated faster, the setting really does affect the cyclist.	1	1		1																					
100	3	The setting in the story affected the cyclist by him going through obstacles to get to town. The setting was in a desert in California in June. The cyclist also had a lack of water and when he found a pump he said it was black and tasted like battery acid. And then he stopped for directions and the men gave him the oldest set of directions. So the cyclist said he would stick to his trusty map.	2	2		2																					
101	3	"In the text, the features of the setting greatly affect the cyclist. For example, the text states, �There was no one in sight, not a building, or structure of any kind.� This made the cyclist very lonely and they started to lose hope of finding water. Secondly, the text stated, ""In an ironic twist the building abandoned years easlier, by the looks of it-had been a Welch�s Grape Juice factory� This made the cyclist lose more hope, after he thought the building would have people in it and he got excited. Lastly, the text states, �GRAPE AND @CAPS1�S FISH CAMP� The sight of this building gave the cyclist hope and happiness for finding a place to get a drink. The setting�s features greatly affect the cyclist's feelings."	2	3		3																					
103	3	There are numerous features in the setting that effect the cycleist. For example  the rough road. A nother example is the tumble weed and the snake also affected the cyclist. In conclusion those are the reasons the setting affects the cyclist.	2	2		2																					
104	3	Sun, amount of miles, people all are reasons why the setting affects the cyclist. For example, the sun was beating down on him every time and the cyclist seemed to complain that it was so hot. Also, he said that he really didn�t seem to notice it through in his mind it affected the cyclist. Next, the amount of miles that the cyclist was biking affected him mentally because people kept,	1	1		1																					
108	3	"The features of the setting affect the cyclist because it is hard to go far on a bike when the place, you are ridding is dry, abandoned, a quiet, hot cold and straight forward. It tells you that the setting is abandoned when if says �there was none in sight, not a building, car or structure of any kind"". This would make it hard for a cycler because you need a good water supply and thats hard to keep when there is nothing around."	1	1		1																					
110	3	"The features of the setting effected the cyclist very much. The text says, �The sun was beginning to beat down�(Kurmaskie @NUM1). The hot sun was making the cyclist sweat. He was losing water. This was making him dehadrayted faster. The text says. �Flat road was replaced by short, rolling hills"" (Kurmaskie @NUM2). The hills the cyclist had to ride up were wearing him out. He was getting tierd faster. The text says. �I stubled into a rather modern in bathroom and drank deeply from the sink"" (Kurmaskie @NUM3). The modern bathroom had good, cold water. This allowed the cylist to drink from it. The water replenished the cyclist allowing him to regain some of his strength. Then the cyclist could carry on."	2	2		2																					
114	3	The cyclist was affected by the heat. The fact was June , hes in the desert and has low on water were what almost lead to his own down fall. This hot desert setting sounds hostile and am I�m surprised he lived and that he was that lucky.	1	1		1																					
115	3	The features of the setting had misled the cyclist. When he had first left the town where the old men adviced him cyclist had high hopes as a looked and senery enjoyed seeing very ? of the struggle.	1	1		1																					
117	3	"The features of the setting in the essay, �Rough Road Ahead: Do Not Exceed Posted Speed Limit,� greatly affected the cyclist. In the beginning of this man�s journey he was confident in his abilities. �I rode in the morning with strong legs and a smile on my face.�  The cyclist was prepared for an exciting day and the setting supported this feeling. ""The cool pines and rushing rivers of Yosemite had my name written all over them."" @CAPS1, as the setting began to change and his water ran out, the cyclist's attitude changed. He was �traveling through the high deserts of California in June� without much water and begun to feel desperate. As more and more abandoned buildings and deserted towns appeared he went into despair. �At some point, tumbleweeds crossed my path and a ridiculously larg snake - it really did look like a diamondback-blocked the majority of the pavement in front of me.� He was in the middle of nowhere with no one around and because of this setting he lost hope of surviving. He thought he was going to die of heat stroke, not having any water left, on these short rolling hills and under the extremelyly hot sun. The cyclist was affected by the features of the setting, going from confidence, to desperation and despair, and then to relief, the changes in setting caused his change in attitude throughout this journey. "	3	3		3																					
118	3	"The features of the setting in �Rough Road Ahead, Do Not Exceed Posted Speed Limit, �affect  the cyclist in major ways. First, when the cyclist sees the grape juice factory, he is reminded that he is out of water and is doubtful about even living. The text states, ��A young   pouring a refreshing glass of juice into his mouth could still be seen. I hung  my head �   (Kurmaskie @NUM1 ). The  text later states, "" At some point, tumbleweeds crossed my path..."" (kurmaskie). This tells that the cyclist feels de pressed and is majorly affected by these sights. This could and would later ruin his self esteem and think about diying."	2	2		2																					
121	3	The features that set the affect of the cyclist is very clear in case of this essay which resene when it @CAPS1 the signs  that said �Rough @CAPS2 ahead: Do not Exceed posted Speed Limit.� That had to slow down his bike. �Then he said that their were no building or cars nowhere	1	1		1																					
124	3	The cyclist trusted a man that didn`t know much about the world, he thought that the guy would know how to get to the place he was looking for. The cyclist took his advice, he thought that he would be there really soon so he start to drink his water really fast. He realized that he was out of water and the park he was going to wasen�t anywhere near. The cyclist got frustrated and angry he was now crossing the desert which was making him tiered and dehydrated. He pased this road that was a rough road with tumbleweeds and snakes he kept on going until he sow the �@CAPS1 Juice� company. He hurried there, went into the bathroom drank same water. When he got out an old men asked if he needed directions, the cyclist said no.	2	2		2																					
129	3	In the story �Do Not @CAPS1 Posted Speed Limit� there were many features of the setting that affected the cyclist. The most challenging problem faced  by the author was the lack of water. � I pumped that handle for several minutes but the water wouldn�t calm down nor I tried a drip or two,it had the flaver of beatterly acid.When @CAPS2 set out for the next train @CAPS2 came to a road that read �Rough road ahead, Do Not Exceed Posted Speed Limit. The tarrain got more bumpy & hard to cross. The effected the determination the cyclist had left @CAPS2 the regreted not listening to the old men of didn�t think they knew what they were talking about. Due to the fact they never left their porches. As you can see the setting most deffinated effected the cyclist in physical or mental ways.	2	2		2																					
132	3	'Do Not Exceed the Posted Speed Limit� by Joe Kurmaskie demonstrated that the features of the setting affected the cyclist a great deal. First off, the cyclist was in the desert on a bicycle. This affected her because if they had been in a car, or on a bus alot less energy would have been used up. Secondly, the cyclist started running out of water. This setting didn�t help because they were on a bike so that kept them hydrated. Another setting that affected the plot was the deserted towns. If they hadn�t been deserted everything would have been better. These features affected the cyclist a great deal.	1	2		2																					
133	3	The features of the setting affects the cycles such that it was affecting his altermmation to continue. For example, after @NUM1 miles he looked upon the �ramshackeled sched, several rusty bumps and the corral� This sight troubled me. In the desert his water tasted like the flavor of �battery acid.� It also goes on to say that it was a �test for my inner spirit.� It also states that he went along with a few drops of water through the tumbleweeds. This passage shows obstacles he had to go through in which he did and made it with a little confidence. Although his situation was somewhat unbearable he still kept striving on.	2	2		2																					
