essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
20	3	"Some features of the setting affect the cyclist. First the cyclist followed the old codgers advice of how to get to Yosemite National Park. Their advice was no use and didnt help her in the end. Next, �a tarlike substance oozed out� of what she thoot was going to be water. Then the terrain changed to �short, rolling hills�, which wasnt helping, her bike better. Lastly, ""tumble weeds crossed my path and a ridiculously large snake�, slowed her down. All of these road blocks in the setting affected the cyclist."	2	2		2																					
21	3	The features of the setting that affect the cyclist are the lack of water, out of date information, and rolling hills. If he had up to date information then he would probably have got water from a town that�s not empty or almost empty like a �ghost town� as the cyclist said.	2	1		2																					
22	3	The cyclist has a couple things if he racing and the wind is blowing then theres a problem and he has to follow traffic law and ride on the right side or the road.	0	1		1																					
23	3	�Do Not Exceed Posted Speed Limit� had a  rough setting between harzardous things and the death defying heat. The cyclist had to endure the pain of dehydration and determination. He had been given bad directions that almost caused him his life. He was travelling through a desert and claimed the temperature was @NUM1.Also, the cyclist had to ration his water because it was ghost towns in which our character passed through. He used nature skills he�d once learned and began to suck on pebbles which take the mind off thirst and uses saliva to help refresh your throat. Throughout his adventure everything kept this young man from getting water and to whenever there was water any faster. He had survived and wouldn�t ever take shortcuts again	2	2		2																					
25	3	"The cyclist had a very hard time geting to Yosemite National Park. This is because the sun was out, and it was in the middle of June. I was so hot out the cyclist became dehydrated faster than he would have on a cooler day. When the pumped the handle of the old rusted water pump, he said the water felt, �somewhere in the neighborhood of two hundred degrees. The cyclist also had to deal with a lot of ""short rolling hills"", which was much more difficult to bike on than flat roads. On top of everything else the roads were in very bad condition, so you had to watch for rocks in the road."	2	2		2																					
27	3	Well I would put it like this is that the weather had everything to do with it because the not weather make you tired and upset and easy to angre so now it make you upset and and then stress.	1	1		1																					
30	3	As the cyclist is travelling to Yosemite National Park, he comes across many features in the area that affects him. First, he takes directions from some old guys who don�t know anything about the changes in maps because they never leave their porch. At first, it affects him in a positive way, because he thought he had a good shortcut to Yosemite. However, the affect later came negative because it turned out to be a shortcut that never existed. Another feature that affected him wasted the setting which was a desert-like area. The heat made it harder for him to ride his bike, and he also drank a lot of his water. This later resulted in him becoming dehydrated. A positive affect was when he found the bait shop, where he rehydrated himself and got some new directions.	2	3		3																					
31	3	The features of this setting affect the cyclist in many ways. The setting is a dessert so by common knowledge you know that it is going to be hot and dry. Because it is hot the cyclist needs more water because he is getting dehydrated. And when he is on his low of water because it is dry into mouth gets drys. @CAPS2 because he is in the dessert he sees wild sometime dangerous animals, in the story he sees a ridiculously @CAPS1 diamondbrock snake, which I believe are venomous, @CAPS2 �because � of the extreme heat of the dessert he realizes that he had ??? chance of dropping from heatstroke. @CAPS2 the writer said that the dessert had short rolling hills and rough road ahead ??? would leave worn the cyclist out. Because of this terrain the cyclist way affects.	1	1		1																					
32	3	The features of the setting affect the cyclist in many different ways. One example is the hot sun that was beating down on him made him very thirsty. Another feature is the rough road that wore the cyclist out and made him tired. My last example is the old juice factory with the picture of a refreshing cup of juice on it made the cyclist feel like giving up because he thought he would die of dehydration. These are my reasons as to why the features of the setting affect the cyclist in many different ways.   	1	1		1																					
33	3	In the essay the mshan writes of rough rodes timit the cyclist�s had to overcome to reach @CAPS1 gole.	1	1		1																					
35	3	The setting of the story affected the cyclist by making him dehydrated which could lead to a heatstroke. �I could drop from a heatstroke� this shows that it was hot out and he was feeling bad if he could have dropped from a heatstroke.	1	1		1																					
36	3	"The terrain during the cyclist�s journey greatly affects him. For example, the first terrain that he experienced was not very hilly, but rather flat and soothing. The author stated, �I rode into the morning with strong legs and a smile on my face.� This shows that he was energized and happy. However, the reader can predict that the journey will not remain this joyful, because the cyclist is basically in the desert during the summer, in which it is extremely hot. Then, the cyclist experiences hilly terrain that sucked the life from his body, especially because he had no water left. The cyclist said, �sometimes life can feel so cruel"", emphasizing that the cyclist mood had changed from enthusiastic to tired and forlorn.  This change of mood from the terrain can be connected to real life, as obstacles are include, in which the person must persevere and be strong to overcome, in which the cyclist finally did. "	3	2		3																					
38	3	The narrator in this story goes through a tough journey insisting of hope, challenge physical pain, despair, and relief. All of these are further developed by the settings where they take place, For example after taking advice from old men at a campsite, he is on his way through the deserts of California. If he had been almost anywhere else, his journey could have been much better. He could have gotten more reliable advice, or had been in a place where the towns were not miles and miles apart. Also, at one point he reaches a snake on the road. This could symbolize a decision, which was to go and how it will affect the outcome of his trip, or perhaps the decisions he had already made. To take advice from strangers and better yet he should use it. The irony continues as he becomes dehydrated and the flat land turns hilly. If that weren�t to happen he could have been more successful and healthy on his trip. The setting in this men�s story are necessary for if to have plot line and have the humour it possesses. If he were in the city, for example, he would not get lost and stranded, and therefore would have no story.	3	2		3																					
39	3	The setting in the story changes many times. It starts in an area with rivers and pine trees. Then the cyclist arrives ant a town. After that he is pounded by the hot sun and along hilly road. With not much water left the cyclist uses all the energy he had to get to a town where he could get something to drink. The setting was what made the cyclists journey a hard one.	1	1		1																					
41	3	The setting effects the cyclist because he is in the desert with no water and doesnt know where he is going. The old men on the porch gave him wrong directions now he is lost in the desert. The cyclist find the will power to keep on moving and he finds help along the way. He finds another old man there that offer him directions but he says he has a map	1	1		1																					
42	3	The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, �no one in sight, not a building, car, or structure of any kind.� He uses tone words to describe how had things are when he says, �The water bottle contained only a few tantalizing sips.� He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, � one long, crippling hill.� The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.	2	2		2																					
43	3	The features of the setting affect the cyclist alot. The hot sun beating down on him makes him sweat and makes him thirsty. The bumpy roods and hills make him work harder. The abandoned places make him lose hope. If faced with these obstacles I would have been affected in the same way. As I believe any human would be.	1	2		2																					
45	3	The three most important features of the setting that effect the cyclist are the ground he is traveling, the towns he passes, and the availability of water. The ground the cyclist is riding over is important because the rougher the terrain, and the more hills there are, the more energy he must use, and the less distance he can travel. @PERSON1 is riding fine until he must travel the rolling hills which consume his energy, ehausts his water, and causes dividing hope. As he approaches towns, his hope increases but soon fades due to the realization that the town will be unable of giving him relief. When he pumps out water that tastes like �battery acid,� his hope once again diminishes. As he sees the bait and tackle shop, he knows he can make it there and that when he gets there he can recover. These three features are what effects the cyclist the most.	2	2		2																					
47	3	Some of the features of the setting affect the cyclist like the road was bad it had bumps all over that made it much harder and it also took up a lot of strength. Also the neighborhood of two hundre degrees after that become to a road with arore bunch of hills	1	1		1																					
50	3	The features of setting affect the cyclist. It was hard arrived at the first town for author. For example �Rough Road Ahead: Do not Exceed Posted Speed Limit.� The road that author was ridding, it was rough. @CAPS1 example is �Flat road was replaced by short, rolling hills.� All the road was hills and rough. Than �The water bottle contained only a few tontalizing sips.� @CAPS1 doesn�t have that much water. That was really hard.	2	1		2																					
51	3	The features of the selling effect the cyclist a lot. One factor that would effect the cyclist would be the heat. Also, because of this factor, he�s pobably suffering from lack of water. He�s probably really hot seeing he�s the only one cut in the middle of nowhere for what looks like miles. Another feature of the setting that would probably effect the cyclist is the thought of there @MONTH1 be a car around this next turn. If he can�t see around the next turn he doesn�t know is coming. The cyclist could also be thinking about when the next town will show up.	1	1		1																					
53	3	The narration of �Rough Road ahead� a solo cyclist encounters several challenges throughout the story. The changes in his environment directly affect the completion of his journey and his health. As the narrator makes his way to Yosemite national park from the none of the old men his first encounter with his environment acknowledges his deserve and need for water. The text states �I had been huting my water pretty regularly... the high deserts of California in June�. To disappointed the truck stop�s water supply from the pumps was not adequate for his concumption, only forcing him to link elsewhere to quench his thirst next, he explenced rolling hills by exsercising more energy he made his way now everyone still in need of water. His spend lost his quickness as thoughts of his crippling dyhydration distracted him. He wer came his challenges making his was to a bate shop as the heat beat him unmercifully. The change in his environment challenged his heath and created a obstraction that nearly deterred him from his goal.	3	2		3																					
56	3	The settings that affected the cyclist were in fact ones you don�t want to be near when you are out of water and tired from pedaling. The time and place affected him greatly because there wasn�t a cool breeze in the air in June at California. He was in the middle of flat deserts and had no sense of where the part as and where civilization too so he can get some water. The quote �old timers who haven�t left the confines of their porches since Carter was in office� helped you realize taking advice of direction from old people who don�t go anywhere is a bad idea. �Flat road was replaced by short rolling hills�. This quote shows you some terrail features that affected the cyclist. Furthermore, the cyclist realivingly found civilization with running water.	2	2		2																					
57	3	"In the story �Do not exceed posted speed limit""  the author Joe Kurmaskie tells you that there many things you have to go through before you get there. The example is when ""he stops and asks for directions to Yosemite state park"". Because he did what to get lost. When he had to and other towns. The next example is when he came to a rock in the road:  And had to get water form a old rusted pump because he had really no water left in his water bottle"	1	1		1																					
59	3	Heat, dry, flat - all are features of the setting that effected the cyclist. As the cyclist was driving through the desert, he noticed how hot it was, and how he would become dehydrated quickley. I was also very dry and and he started to get nervous about how thirsty he was. The flat ground models how there is nothing around that can help the cyclist, which made him scared. The story also metions that he is a ghost town	2	2		2																					
62	3	In the essay � Rough Road Ahead Do Not exede posted speed him if many of the featutres of the setting affect the cyclist. At first the cyclist goes by river wich he wount find later in the journey.As he goes along in the journey the heat and lack of water starts to affect him. Also he finds a water fountain that pours hot water with the flavor that has long since been shut down. The cyclist is affected by many features of the setting.	1	1		1																					
63	3	The feature of setting affects the cyclist because the roads are too rough. If he gos too pot he could spin out of commission and the water was trouble. He sad �when I tried a deep or two it had the flavor of a battery acid.	2	1		2																					
66	3	The setting affected the cyclist because of the rode conditions. The rode was all messed up. 	1	2		2																					
67	3	The cyclist was well prepaired for his adventure however hot enuff for a change in senary. When the old men told him to take a difficult path and did his in tire setting changed for the worst. After this he was nearly over powered by devastating hills and dehydration was slowly creeping up on him as well. He had not nearly packed enuff water or supplies for a change such as that and he would regret it later. The Hills were steep and endless, and the sun was hot and mercilous mankind it even worse on him. This is how the change of setting affected the cyclist.  	2	2		2																					
68	3	Setting can affect anyone and everyone, in this case it happened to be a cyclist. Since it was June, it happened to be pretty not outside causing the cyclist to lose more body fluid due to his constant movement producing sweat. This makes water a must have. Also, as he passes through, he comes across a sign that read: ROUGH ROAD AHEAD: DO NOT EXCEED POSTED @CAPS1. Since the road was harder to drive on, riding a bike across it isn�t much easier. Anothe way the setting affected the cyclist was the snake that blocked the road, which he thought of to be a diamondback.	1	1		1																					
69	3	The features of setting  really effects the cyclist because of the condition. For example, the weather, it is hot, it will slow the person down. And if it�s perfect that will let the person go at regular speed. And the roads, if the road is bumpy that will slow them down. And if its smooth that will speed them up. See, it really does depend on the condition.	1	1		1																					
72	3	The setting of this story greatly affects the cyclist�s attitude and adversities. The path of the cyclist is through California deserts, which are dry and hot. This first presents the major conflict of the story, the danger of the cyclist getting heatstake. In the reading, the author says, �I had been hitting my water bottles pretty regularly� If the setting was in a cooler climate, the author would most likely not drank as often, and would not face dehydration. The trip would not have been as dangerous for the cyclist if the climate was different. Another element of the setting that affected the cyclist was the terrain. In the reading it says, �Flat road was replaced by short, rolling hills.� The rough road not only would take a toil on the authors body, but also his mind. While riding, the author thinks, � I was doing a water-depleting 12 mph� This shows how his attitude is getting less and less optimistic as well as keeping his mind on his thirst. Thinking of his thirst would only get him more thirsty. The small change in terrain had a large impact on the authors journey. Perhaps the most influential element of the setting is the isolation. Only until the end of the story does the cyclist run into another human. Up until that point, He was all alone, having to deal with his thirst and fatigue on his own. If the setting had been in a more urbanized area, the cyclist could have gotten help from other people, which would have made his ordeal very easy. Also known, that nobody was going to help him played a large role in the mental state of the author. In conclusion, the conflict of this story was set up by the setting. If the setting were not hot, rough, and isolated, the cyclist would have had an easy journey, and the story would not have been as exciting or interesting. A different setting in my opinion would have ruined the story.	3	3		3																					
73	3	The features in the setting affect the cyclist in many ways. When the cyclist was going through the desert, it had be dry old, dirty ��. I came to a fork of sorts, One ramshackle shed, several rusty pumps, and a corral that couldn�t hold in the largest mule greeted me. This side was troubling. �when she wanted to us the rusty water pump farlike substance oozed out and the water seem like to be @NUM1 degrees. �Not two miles into this next section of ride, I notice the terrain changing. Flat road was replaced by short, rolling hills. �This made it more difficult for the cyclist to ride the bike. This would make the cyclist more tired. As the cyclist moved on it was getting more tire and his water supply was going down. It was try me to keep his balance while he kept riding	1	1		1																					
74	3	How the setting of the place effects the cyclist is for one its to dry a cyclist would be ridy for haurst shouldn�t be in a place that�s dry.Like in the story it says �I was travelling through the high parts of California in June� meaning it was really hot and dry.Second would be the animals there dangerous.A cyclist should be riding in a place with diamond back snakes it says in the text �I toiled on.At some point,tumbleweeds crossed my path t a ridiculously larger skilt it really did look like adiamond back� which if it really has one would be really dangerous  & cyclist should not be riding in that type of dangerous places no matter what type there are.That is how the settings of the surrandings effect the cyclist & how can it�s a bad place for them to ride.	2	2		2																					
77	3	In this story the cyclist is going through a desert of California. This is a reason why he is very limited on water supply. It is really hot which would cause him to drink a lot more water. He had started his journey in the morning so that the sun wasn�t as hot as it would be in the middle of the day. Then it started to get a lot more sonny. So with the sun comes more heat. The rider says �The sun was beginning to beat down.� This would help the readers realize what time a day it was and how hot it was. This was in the morning so he didn�t realize it but as it got into the afternoon he realized it and started to get dehydrated. 	2	2		2																					
79	3	"The cyclist is traveling through a rough part of California during the hot month of June. The author describes part of part of his journey; ""I was traveling through the high deserts of california in june."" The heat of the sun and not much water around is causing the cyclist to worry about his health. A little further into his journey realizes how bad he could get if he doesn't find water soon. The author write, ""the growing realization that I could drop from heatstroke. ""As the cyclist has run out of water & there is no sign of life around, he begins to feel that he @MONTH1 never make it through the desert to yosemite National Park.The author describes this ""I was going to die and the birds would pick me clean. ""The setting of the cyclist""s journey greatly affected how he percieved his journey."	3	3		3																					
83	3	"The features of the setting in Yosemite give the cyclist something in look forward to, but the feature of the sorting that he is in enduse in get there causes him despaire. As soon as the cyclist passes a ghost town and notices swettering hed of the sun during early endeavers of the trip he checks himself up as he says,""I brely noticed it [the sun], the cool pines and rushing hills of Yosemite had my name written all over them. Although the cyclist began to feel the toll that the trip and the sun was going to take on him, he erased the morning with the hope and bealy of arriving at Yosemite. The more the cyclist noticedthe sun the more he drank untill his water supply seemed low, striping as an old rusty water pump he had hope of being replenished but the taste of bitter battery acid caused the cyclist to stop drinking. The rolling hills, Sun and tumbleweds did nothing to quech the cyclist thirst or at least divert his assertion. If the cyclists was to see a sign that said Yosemite @NUM1 miles away his spirits would have risen, instead he saw a sign that said, �Rough Road Ahead� which did nothing to help him. If the terrain was more poporsed, easier to travel on and in plenty supply of water, the tune of this passive would be more hoped instead in such despair, the features of the setting caused the cyclist grief instead of hope."	3	3		3																					
91	3	The features of the setting affect the the cyclist by giving him obstacles to overcome when he had to go down the winding hills, he would have to slow down so he could manuver the hills and not lose control of the bike. The heat he was facing would cause tiredness and dehydration. If exposed to the sun and heat long enough you can get a sunburn or suffer a heat stroke. A heat stroke can be fatal to anyone, especially those with heart problems. Dehydration also can be fatal. If the cyclist does not see any buildings, he would not be able to tell where he is and he might get lost because of it. Getting lost will also lead to dehydration, tiredness, and heat stroke.	1	2		2																					
94	3	In the short story the cyclist was affected by the setting in many ways. The author was running out of water throughout the whole story. �The water bottles contained only a few tantalizing sips.� There was a limited amount of water in the bottles. He had to travel a long distance. �Not two miles into the next section.� He was getting tired quick. Also the terrain was not good. �I noticed the terrain changing, flat road was replaced by short, rolling hills.� It get harder and harder to continue his ride.	2	2		2																					
95	3	The cyclist was so set on seeing cool, piney trees and lakes, that when he saw dirt, snake, and no source of civilization worried him. More affectively, what he didn�t see scared him most. He did see windy rivers or trails hidden beneath all kinds of trees. He didn�t see any people or friendly little forest critters. Instead he just saw the same rusty color of dirt and the occasional snake. His mood was affected and he started to lose confidence and hope. He wasn't used to the new surroundings and for a while doubted if he could even make it out alive. When he came across the run-down building of Welch�s factory, he was even more distraught. Fortunately, he did find civilization when he came to a fishing supply shop. This definetly boosted his spirits. Once he had saved his thirst problem and assured himself he has alive and would luckily stay that way, he sat down before wading out again in search of his destination.	2	1		2																					
96	3	The features in the setting are not very good for the cyclist. He�s in California in June, and it�s very hot. It�s pretty much a desert. When he stops for water, the pump he finds does not have any more water in it except for a few drops. Also, the few drops that he does get taste like battery acid. So this is not very good for the cyclist.	2	2		2																					
97	3	In the essay �Rough Road Ahead: Do Not Exceed Posted Speed Limit,� the author changes the mood by not only telling us how the cyclist feels, but also by describing his environment. As he's leaving the �resevoir compground� he�s feeling pretty good because he�s just leaving �the serenity of an early-summer evening and he�s headed toward �The cool pines and rushing rivers of Yosemite.� He�s in a beautiful setting and this affects the cyclist because he�s anticipating another one. However, when he moves to the �ghost town� and the �sun was beginning to beat down� he�s less confident and becoming more doubtful about the mens advice. However, he�s still optimistic, finally it funny that it was once �a thriving little spot.� Next, when the cyclist comes to �one ramshackle shed, several rusty pumps and a coral� he knows that things are in bad shape and he @CAPS1 water. However, all the have is a �tarlike substance� so he moves on, having no choice. When he comes to the �rough road tumbleweeds and a ridiculously large snake� it effects the cyclist by letting him know that things are at their worst and he can either give up, or keep pushing through. I doubt it could get any worse, and so does the cyclist. Finally, at the end the cyclists enters a rather modern bathroom� and things are back to civilization for him, so he feels relaxed, relieved and much better. 	3	3		3																					
98	3	There are @NUM1 features of the setting that affects the cyclist on his journey. There is a lack of water, in the middle of nowhere, and nobody�s there. Due to lack of water, this feature really affects the cyclist. He will need water in all to move and get through his journey. Water is the main thing he should have. He could end up getting dehydrated and might cause him to die right in the middle of the street. Therefore water is one feature that affects the cyclist.  Furthermore he�s in the middle of nowhere. There is no buildings or nothing around, not even gas stations so where it is can stop and if he had money he would be able to buy about @NUM2 or @NUM3 bottles of water and maybe even a few snacks. That is another feature that will affect him. Lastly nobody�s around town in able to help him out or anything. Let�s say that he gets lost and he�ll need direction to get wherever he�s going well there�s nobody around in able to help him get around or anything. In conclusion those are the @NUM1 main features that will defentily affect the cyclist. 	1	2		2																					
100	3	The setting in the story affected the cyclist by him going through obstacles to get to town. The setting was in a desert in California in June. The cyclist also had a lack of water and when he found a pump he said it was black and tasted like battery acid. And then he stopped for directions and the men gave him the oldest set of directions. So the cyclist said he would stick to his trusty map.	2	2		2																					
101	3	"In the text, the features of the setting greatly affect the cyclist. For example, the text states, �There was no one in sight, not a building, or structure of any kind.� This made the cyclist very lonely and they started to lose hope of finding water. Secondly, the text stated, ""In an ironic twist the building abandoned years easlier, by the looks of it-had been a Welch�s Grape Juice factory� This made the cyclist lose more hope, after he thought the building would have people in it and he got excited. Lastly, the text states, �GRAPE AND @CAPS1�S FISH CAMP� The sight of this building gave the cyclist hope and happiness for finding a place to get a drink. The setting�s features greatly affect the cyclist's feelings."	2	3		3																					
102	3	The features of the setting made the cyclist�s ride longer and harder than he expected. When the cyclist first headed out the road was flat and smooth. Halfway through his trip the �Flat road was replaced by short, rolling hills.� The cyclist continues to pedel even though he was slowed down to 12 mph. The hills made the ride slower and harder because of the hills. Tuoards the end of the hills he had to make it �Over on long, crippling hill�. The word �crippling� is used to show the phisical affect that the hill had on him. The hills were a feature of the setting which made the cyclist�s ride longer, harder, and more phisically demanding.	1	2		2																					
104	3	Sun, amount of miles, people all are reasons why the setting affects the cyclist. For example, the sun was beating down on him every time and the cyclist seemed to complain that it was so hot. Also, he said that he really didn�t seem to notice it through in his mind it affected the cyclist. Next, the amount of miles that the cyclist was biking affected him mentally because people kept,	1	1		1																					
105	3	The setting is like a desert with no water or people civilizations anywhere around him. This make him more worried because if he dies know one will know for days or weeks probably.	1	1		1																					
107	3	The setting in �Rough Road Ahead: Do Not Exceed Posted Speed Limit� was a very large factor of the story that was actually the cause of the protagonist�s problem throughout. First it started off with the large hills he had to ride up, making him work harder and tire himself out quickly. Next the big problem was the heat of June, � and the growing realization that I could drop from a heatstroke on a gorgeous day in June simply because � The heat was so really bad because it made him hot, thus depleting his water supply [which he needed to survive] and it gave the large, almost inevitable risk of falling from a heatstroke and dying. The heat also made the abandoned Juice Factory all the more ironic and bitter for the protagonist. �A sand blasted picture of a young boy pouring a refreshing glass of juice into his mouth could still be seen.� @CAPS1, in the unbearable heat with no water left and @CAPS2 knows how many miles left to cycle, this really made him feel like the sorriest, unluckiest man in the world. The setting overall, seemed almost crafted to make the protagonist not only suffer from the natural elements, but from things that seemed meant purely taunt him for it. 	3	3		3																					
108	3	"The features of the setting affect the cyclist because it is hard to go far on a bike when the place, you are ridding is dry, abandoned, a quiet, hot cold and straight forward. It tells you that the setting is abandoned when if says �there was none in sight, not a building, car or structure of any kind"". This would make it hard for a cycler because you need a good water supply and thats hard to keep when there is nothing around."	1	1		1																					
109	3	The cyclist choose to take an old abandoned route to @LOCATION1. The route had in some places no buildings at all to see making the cyclist loss hope of his need for water. Until the end there was no one on the route making him all alone. So if something happen who would know. During his adventure he ran out of water making him dehydrated that didn�t help. The setting of the story seems tragic to the cyclist.	2	2		2																					
111	3	In the eassy �DO NOT Exceed posted speed limit,� It is a clear cut for survival as it seems that this man is fighting to stay alive. As l know cyclists pedal for hours at a time and sometimes for hundreds of miles of he was biking where green grass and cool mountains collide the tone and mood of the essay would of beam completely different.He uses sentences such as �� of two hundred degrees, deteriorating brain, birds would pick me up clean and drop from heatstroke.� @CAPS1 all make me want to read further in the essay to see lf he will be ok by thes end of his journey? I know what the feeling is when you are low of fluids because l have chronic dehydrated. I couldn�t imagine biking and only seeing desert hiss and passing tumble weed. It sounds like an awful experience. If he were somewhere cooler and colorful his experience wouldnt of been so horrific.	3	3		3																					
113	3	"The features in the setting of ""Rough Road ahead"" affect the cyclist. First of all, the weather causes most of his problems. Since the cyclist was biking in a california desert in June the temperature had to be in the @NUM1's. This causes him to become dehydrated, which is evident when he states, ""I had been hitting my water bottles quite regularly"" The heat therefore causes the cyclist to drive excessively and run out of water, also, the objects the cyclsit comes across on his journey affect him. For example, while riding on a rough path, ""a ridiculously large snake blocked the majority of the pavement in front of me."" This saves the biker progress and most likely scared him. The cyclsit is greatly affected by the features in the story setting."	2	3		3																					
115	3	The features of the setting had misled the cyclist. When he had first left the town where the old men adviced him cyclist had high hopes as a looked and senery enjoyed seeing very ? of the struggle.	1	1		1																					
119	3	The cyclist went on a rough journey and he was explaning how tiering it was and difficult it was for him going from town to town having to diel with lack of water poisonous snakes and the condition of the road.	1	1		1																					
121	3	The features that set the affect of the cyclist is very clear in case of this essay which resene when it @CAPS1 the signs  that said �Rough @CAPS2 ahead: Do not Exceed posted Speed Limit.� That had to slow down his bike. �Then he said that their were no building or cars nowhere	1	1		1																					
124	3	The cyclist trusted a man that didn`t know much about the world, he thought that the guy would know how to get to the place he was looking for. The cyclist took his advice, he thought that he would be there really soon so he start to drink his water really fast. He realized that he was out of water and the park he was going to wasen�t anywhere near. The cyclist got frustrated and angry he was now crossing the desert which was making him tiered and dehydrated. He pased this road that was a rough road with tumbleweeds and snakes he kept on going until he sow the �@CAPS1 Juice� company. He hurried there, went into the bathroom drank same water. When he got out an old men asked if he needed directions, the cyclist said no.	2	2		2																					
125	3	"During the passage �Do not exceed speed limit�, the cyclist endures many hardships. One of those countless hardships was the setting that he was in. while he was lost, thirsty, and exhausted, he remained all the while in �The high deserts of California in June�. This shows that the temperature most of been unbearable. This would cause the cyclist to tire out and dehydrate faster than usual. Also, the surface he was riding on had many steep hills, as it is said when he says �over one long, crippling hill,� This shows that the hills took a lot of energy to get up. And finally, the author says that �There was no one in sight, not a building, car, or structure of any kind."" This shows that if he needed help, there was no one around to lend him a hand. That is how the setting affected the cyclist in a negative way."	2	2		2																					
126	3	It affects the cyclist because in the begging talk�s ablut the old man. Italso talks about basically saying there information is out of aase also in other words should have just followed his map in the first place.	1	1		1																					
