essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
25	3	"The cyclist had a very hard time geting to Yosemite National Park. This is because the sun was out, and it was in the middle of June. I was so hot out the cyclist became dehydrated faster than he would have on a cooler day. When the pumped the handle of the old rusted water pump, he said the water felt, �somewhere in the neighborhood of two hundred degrees. The cyclist also had to deal with a lot of ""short rolling hills"", which was much more difficult to bike on than flat roads. On top of everything else the roads were in very bad condition, so you had to watch for rocks in the road."	2	2		2																					
26	3	The cyclist in the story is at first confident in accepting the old men�s help, and doesn�t seem to suspect anything is wrong when he first starts out. The way the men directed him seem all going for his water supply is all in store, and the first land mark, a ghost town now, is exactly where it is supposed to be. The next �town� he hits doesn�t have anything that could replenish his diminishing water supply and he starts to feel troubled. However he was told the next town wasn�t further, so he pressed on. Then the scenery makes a drastic change, the flat roads becoming hills, the sun beating hotter- it really look like a desert after tumbleweeds even go past! The cyclist continues on, despite being very dehydrated. The next thing to come along is an old juice building that almost seems to mark him on how he has no water. He keeps on, however, and at last sees a shop where he can get water. The canging scenery sends the cyclist from confidence to worry, to hopelessness and lastly, relief.	3	3		3																					
28	3	The features of the setting affect the cyclist in two way. This ways are pysical and mental. The pysical ways that features affect cyclist is the terrain. If the roads are long and wiredy, this could wear the cyclist out. They could also become physically tired if the incline of the hill is to steep. When it�s you against gravity, it can be egausting. The temperature can also be a crusal factor in a cyclist pysical ability. Nobody want to feel like their in a sauna when they are bike riding. The cyclist and also be attracted mentally. If the terrain looks deserted or anything like a desert the byciclist instintaniously thinks �dehydration� and �death.� If some people see dead animals or bones they would think they could die. If they see vulture circling them they would get afraid and think death, but the worse thing of all is that knowing all of these things are in the same place at the same time. This is how setting affects cyclists	3	2		3																					
30	3	As the cyclist is travelling to Yosemite National Park, he comes across many features in the area that affects him. First, he takes directions from some old guys who don�t know anything about the changes in maps because they never leave their porch. At first, it affects him in a positive way, because he thought he had a good shortcut to Yosemite. However, the affect later came negative because it turned out to be a shortcut that never existed. Another feature that affected him wasted the setting which was a desert-like area. The heat made it harder for him to ride his bike, and he also drank a lot of his water. This later resulted in him becoming dehydrated. A positive affect was when he found the bait shop, where he rehydrated himself and got some new directions.	2	3		3																					
32	3	The features of the setting affect the cyclist in many different ways. One example is the hot sun that was beating down on him made him very thirsty. Another feature is the rough road that wore the cyclist out and made him tired. My last example is the old juice factory with the picture of a refreshing cup of juice on it made the cyclist feel like giving up because he thought he would die of dehydration. These are my reasons as to why the features of the setting affect the cyclist in many different ways.   	1	1		1																					
33	3	In the essay the mshan writes of rough rodes timit the cyclist�s had to overcome to reach @CAPS1 gole.	1	1		1																					
35	3	The setting of the story affected the cyclist by making him dehydrated which could lead to a heatstroke. �I could drop from a heatstroke� this shows that it was hot out and he was feeling bad if he could have dropped from a heatstroke.	1	1		1																					
37	3	The features in the story great effect the cyclist. One feature of the setting that effects the cyclist is the heat. At first, the story says that the pine trees cooled the cyclist, but eventually the forest turned into a desert, and the heat poured down on him, make it hard to cycle. Another feature that effected the cyclist was the lack of water. As he moved away from his beginning point, the cyclist was drinking lots of water. But when he needed to refill, the water was brown and hot, so the cyclist didn�t take any. The lack of water plus the heat formed one giant obstacle that potentialy could have killed him, but through great determination the cyclist got through this troubling time.	2	2		2																					
38	3	The narrator in this story goes through a tough journey insisting of hope, challenge physical pain, despair, and relief. All of these are further developed by the settings where they take place, For example after taking advice from old men at a campsite, he is on his way through the deserts of California. If he had been almost anywhere else, his journey could have been much better. He could have gotten more reliable advice, or had been in a place where the towns were not miles and miles apart. Also, at one point he reaches a snake on the road. This could symbolize a decision, which was to go and how it will affect the outcome of his trip, or perhaps the decisions he had already made. To take advice from strangers and better yet he should use it. The irony continues as he becomes dehydrated and the flat land turns hilly. If that weren�t to happen he could have been more successful and healthy on his trip. The setting in this men�s story are necessary for if to have plot line and have the humour it possesses. If he were in the city, for example, he would not get lost and stranded, and therefore would have no story.	3	2		3																					
39	3	The setting in the story changes many times. It starts in an area with rivers and pine trees. Then the cyclist arrives ant a town. After that he is pounded by the hot sun and along hilly road. With not much water left the cyclist uses all the energy he had to get to a town where he could get something to drink. The setting was what made the cyclists journey a hard one.	1	1		1																					
40	3	The features of the settings affect in the story �Do Not Exceed posted speed Limit� it is the morning and everyone is still sleep and he wakes in the morning for something to do when he pull up to the first plase he thinks that they are all old and crazy and he thinking that the places needs fixing because the houses are falling apart. Then..leaves and see these wide bunch of hills. inconclusion I would never do all the riding he did.  	1	2		2																					
41	3	The setting effects the cyclist because he is in the desert with no water and doesnt know where he is going. The old men on the porch gave him wrong directions now he is lost in the desert. The cyclist find the will power to keep on moving and he finds help along the way. He finds another old man there that offer him directions but he says he has a map	1	1		1																					
42	3	The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, �no one in sight, not a building, car, or structure of any kind.� He uses tone words to describe how had things are when he says, �The water bottle contained only a few tantalizing sips.� He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, � one long, crippling hill.� The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.	2	2		2																					
44	3	The features of the setting affect the cyclist.The features of the setting, or nature, affect the cyclist because they are wearing her out. The cyclist is going to the city of of yosemite but some guys gave her a short cut. Through this shortcut are hills and heat and lack of water. @CAPS1 describes this by saying, �I wiped the sweat from my eyes to make sure it wasn�t a mirage, and tried not to get too excited.� @CAPS1 is excited that there is a building that @CAPS1 might get some water from. Also, @CAPS1 wiped the sweat from her eyes meaning it is hot outside and @CAPS1 is sweating and losing water. Therefore, the features of the setting affect the cyclist.	2	2		2																					
45	3	The three most important features of the setting that effect the cyclist are the ground he is traveling, the towns he passes, and the availability of water. The ground the cyclist is riding over is important because the rougher the terrain, and the more hills there are, the more energy he must use, and the less distance he can travel. @PERSON1 is riding fine until he must travel the rolling hills which consume his energy, ehausts his water, and causes dividing hope. As he approaches towns, his hope increases but soon fades due to the realization that the town will be unable of giving him relief. When he pumps out water that tastes like �battery acid,� his hope once again diminishes. As he sees the bait and tackle shop, he knows he can make it there and that when he gets there he can recover. These three features are what effects the cyclist the most.	2	2		2																					
46	3	In the story of �rough road ahead :do not exceed posted limit� the setting affected the cyclist. In the middle of the desert during the summer the cyclist was low on water. The old men gave him the wrong directions, so mainly it is the old guys thought he dies. The cyclist survives but the heat and the season he was riding he�ll probably bring another water botlle nextime	1	1		1																					
48	3	"In the story many different settings affected the author in many different ways. In the very beginning of his journey he came across a ghost town. He reacted to the features of this setting with humor and hope. �I chuckled, checked my water supply, and moved on."" He still has hope that he would end up safe and in the right place. The next setting was an abandoned shed with a water pump and a fork in the rode. He grew worried when he saw that no near town was still in sight. �This sight was troubling� when the features of the next setting caught his eye he was desperate and devastated. �At some point, tumble weed crossed my path and a ridiculously large snake� He was on rough terrain in the middle of the desert with little water, when he reached the abandoned @CAPS1�s factory all his hope was lost and when he was planning his death. �I was going to die and the birds would pick me clean."" @CAPS2, when he reached the fish camp, he was relieved ""I had overwhelming urge to seek out Gary and Wilber, Kiss them and buy some bait.� He was overjoyed and overwhelmed because he had survived.    "	3	3		3																					
50	3	The features of setting affect the cyclist. It was hard arrived at the first town for author. For example �Rough Road Ahead: Do not Exceed Posted Speed Limit.� The road that author was ridding, it was rough. @CAPS1 example is �Flat road was replaced by short, rolling hills.� All the road was hills and rough. Than �The water bottle contained only a few tontalizing sips.� @CAPS1 doesn�t have that much water. That was really hard.	2	1		2																					
52	3	The setting puts a great deal of stress on the cyclist. The biggest issue he faces is the weather. He is a cyclist �traveling through the high deserts of @LOCATION1 in June.� He had been riding his bike all day and he was soon going to run out of water. Just when he thought he could drink more water, he drank �water feeling somewhere in the neighborhood of two hundred degrees.� The weather being so hot and humid, did not help the cyclist throughout his journey. Another factor of the setting that affected the cyclist was the terrain. �Flat road was replaced by short, rolling hills,� is a main problem the cyclist faced. These changes in terrain played into the fact that the weather did not cooperate. The hills made the cyclist work harder therefore use more energy. Luckily the terrain had a positive affect on the cyclist as well. The stones he found on the ground, helped keep his mind off the thirst. There were many factors of the setting that negatively and positively affected the cyclist throughout his adventure.	3	2		3																					
53	3	The narration of �Rough Road ahead� a solo cyclist encounters several challenges throughout the story. The changes in his environment directly affect the completion of his journey and his health. As the narrator makes his way to Yosemite national park from the none of the old men his first encounter with his environment acknowledges his deserve and need for water. The text states �I had been huting my water pretty regularly... the high deserts of California in June�. To disappointed the truck stop�s water supply from the pumps was not adequate for his concumption, only forcing him to link elsewhere to quench his thirst next, he explenced rolling hills by exsercising more energy he made his way now everyone still in need of water. His spend lost his quickness as thoughts of his crippling dyhydration distracted him. He wer came his challenges making his was to a bate shop as the heat beat him unmercifully. The change in his environment challenged his heath and created a obstraction that nearly deterred him from his goal.	3	2		3																					
54	3	The setting affected the cyclist a lot. One way was the heat. It got so hot that he was becoming dehydrated. He kept drinking his water, until he didnt have any left. Another reason is because the road turned into hills which made him use more energy. Finally, it didn't help that he hadnt seen any sign of living creatures except for a snake @CAPS1 how the setting affected the cyclist.	2	2		2																					
56	3	The settings that affected the cyclist were in fact ones you don�t want to be near when you are out of water and tired from pedaling. The time and place affected him greatly because there wasn�t a cool breeze in the air in June at California. He was in the middle of flat deserts and had no sense of where the part as and where civilization too so he can get some water. The quote �old timers who haven�t left the confines of their porches since Carter was in office� helped you realize taking advice of direction from old people who don�t go anywhere is a bad idea. �Flat road was replaced by short rolling hills�. This quote shows you some terrail features that affected the cyclist. Furthermore, the cyclist realivingly found civilization with running water.	2	2		2																					
57	3	"In the story �Do not exceed posted speed limit""  the author Joe Kurmaskie tells you that there many things you have to go through before you get there. The example is when ""he stops and asks for directions to Yosemite state park"". Because he did what to get lost. When he had to and other towns. The next example is when he came to a rock in the road:  And had to get water form a old rusted pump because he had really no water left in his water bottle"	1	1		1																					
59	3	Heat, dry, flat - all are features of the setting that effected the cyclist. As the cyclist was driving through the desert, he noticed how hot it was, and how he would become dehydrated quickley. I was also very dry and and he started to get nervous about how thirsty he was. The flat ground models how there is nothing around that can help the cyclist, which made him scared. The story also metions that he is a ghost town	2	2		2																					
61	3	In the story �Do not exceed posted speed limit� by Joe Kurmaskie there were many things that effected the cyclist. Such as the water. He had no really good water to drink because of where he was''. When I tryed a drop or two, it had the flavor of battery acid''. He wasnt able to drink the water because the battery acid'' that was in it could have made him very sick. Also the unstable roads that he had to bike through made things hard. ''Rough roads ahead'' To ride on unstable ground can be very hard to do. So just these two examples, the water and Rough roads made the features of the setting deffinitly effect the cyclist.	1	1		1																					
63	3	The feature of setting affects the cyclist because the roads are too rough. If he gos too pot he could spin out of commission and the water was trouble. He sad �when I tried a deep or two it had the flavor of a battery acid.	2	1		2																					
64	3	The cyclist is mostly affected by his lack of water. In the beginning of his ride the cyclist is confident and is striving to reach the joys of @LOCATION1. He longs for, �the cool pines and rushing rivers�� (@NUM1). Later on when the cyclist reaches the rough terrain, he starts feeling exhaustion as he depletes his water supply. A bit of relief later comes upon him after a long climb over a hill until he sees a shut down juice factory almost seeming like it was put there to tease him. His destination fills him with relief and pride, knowing that he would survive the strenuous journey.	2	2		2																					
66	3	The setting affected the cyclist because of the rode conditions. The rode was all messed up. 	1	2		2																					
69	3	The features of setting  really effects the cyclist because of the condition. For example, the weather, it is hot, it will slow the person down. And if it�s perfect that will let the person go at regular speed. And the roads, if the road is bumpy that will slow them down. And if its smooth that will speed them up. See, it really does depend on the condition.	1	1		1																					
77	3	In this story the cyclist is going through a desert of California. This is a reason why he is very limited on water supply. It is really hot which would cause him to drink a lot more water. He had started his journey in the morning so that the sun wasn�t as hot as it would be in the middle of the day. Then it started to get a lot more sonny. So with the sun comes more heat. The rider says �The sun was beginning to beat down.� This would help the readers realize what time a day it was and how hot it was. This was in the morning so he didn�t realize it but as it got into the afternoon he realized it and started to get dehydrated. 	2	2		2																					
80	3	The features of the setting affect to cyclist because of where he is. The biker is in a campground in California. By saying that one could sense it is a dusty place. Also, when the story says that the �town� had been abandoned. This also tells us that the place the cyclist is in is a diserted place without many people or places to stop. The story also talks about a snake in the road. A snake in the road tells one that the town is desireted I could tell that this �town� is deserted because around here, people do not goin towns that don`t have buildings. It a snake was in the road, then the town must be empty because around here streets are busy and no snakes in the road.	2	1		2																					
82	3	The affects of the features around them affect them by the hot bikes so the bikers need water and also it affects them by the roads are so hill so they can�t just road. Stight so they need to go over the hilles and that affects them because cycles are very hard to land form a jump.	1	1		1																					
83	3	"The features of the setting in Yosemite give the cyclist something in look forward to, but the feature of the sorting that he is in enduse in get there causes him despaire. As soon as the cyclist passes a ghost town and notices swettering hed of the sun during early endeavers of the trip he checks himself up as he says,""I brely noticed it [the sun], the cool pines and rushing hills of Yosemite had my name written all over them. Although the cyclist began to feel the toll that the trip and the sun was going to take on him, he erased the morning with the hope and bealy of arriving at Yosemite. The more the cyclist noticedthe sun the more he drank untill his water supply seemed low, striping as an old rusty water pump he had hope of being replenished but the taste of bitter battery acid caused the cyclist to stop drinking. The rolling hills, Sun and tumbleweds did nothing to quech the cyclist thirst or at least divert his assertion. If the cyclists was to see a sign that said Yosemite @NUM1 miles away his spirits would have risen, instead he saw a sign that said, �Rough Road Ahead� which did nothing to help him. If the terrain was more poporsed, easier to travel on and in plenty supply of water, the tune of this passive would be more hoped instead in such despair, the features of the setting caused the cyclist grief instead of hope."	3	3		3																					
84	3	 The bike rider in the short story �Do not exceed posted speed limit� by @PERSON1, is greatly affected by the condition of land around him. He is riding through the extremely dry desert and is running, low on water. However since it is such a dry place he can�t find any. Also since it is out in the middle of no where, there is no one he can ask for some. If this story was set somewhere else he wouldn�t have has either problems.	1	1		1																					
86	3	In the passage,the cyclist had about @NUM1 different settings. One of these settings were the rough terrains he had to pass through where he lacked on the amount of water.Another setting the cyclist had to go through was the hill like terrains.Where he was laughing at himself for taking the old men advice in the first place.Both of these features had a great a tall on the cyclist body strength and his spirit. But with confidence, determination, and the relief of the success he was able to overcome the obstacles.	2	2		2																					
88	3	The setting in the features of the cyclist is that if it is too hot or too cold, it could affect how the cyclist is riding . If it�s to hot the cyclist would get exhausted a lot faster . And if it�s to cold then the cyclist would @MONTH1 be get sick . Also if it�s  too windy then he would go a lot slower if he is going in the wind�s direction.	1	1		1																					
91	3	The features of the setting affect the the cyclist by giving him obstacles to overcome when he had to go down the winding hills, he would have to slow down so he could manuver the hills and not lose control of the bike. The heat he was facing would cause tiredness and dehydration. If exposed to the sun and heat long enough you can get a sunburn or suffer a heat stroke. A heat stroke can be fatal to anyone, especially those with heart problems. Dehydration also can be fatal. If the cyclist does not see any buildings, he would not be able to tell where he is and he might get lost because of it. Getting lost will also lead to dehydration, tiredness, and heat stroke.	1	2		2																					
94	3	In the short story the cyclist was affected by the setting in many ways. The author was running out of water throughout the whole story. �The water bottles contained only a few tantalizing sips.� There was a limited amount of water in the bottles. He had to travel a long distance. �Not two miles into the next section.� He was getting tired quick. Also the terrain was not good. �I noticed the terrain changing, flat road was replaced by short, rolling hills.� It get harder and harder to continue his ride.	2	2		2																					
95	3	The cyclist was so set on seeing cool, piney trees and lakes, that when he saw dirt, snake, and no source of civilization worried him. More affectively, what he didn�t see scared him most. He did see windy rivers or trails hidden beneath all kinds of trees. He didn�t see any people or friendly little forest critters. Instead he just saw the same rusty color of dirt and the occasional snake. His mood was affected and he started to lose confidence and hope. He wasn't used to the new surroundings and for a while doubted if he could even make it out alive. When he came across the run-down building of Welch�s factory, he was even more distraught. Fortunately, he did find civilization when he came to a fishing supply shop. This definetly boosted his spirits. Once he had saved his thirst problem and assured himself he has alive and would luckily stay that way, he sat down before wading out again in search of his destination.	2	1		2																					
98	3	There are @NUM1 features of the setting that affects the cyclist on his journey. There is a lack of water, in the middle of nowhere, and nobody�s there. Due to lack of water, this feature really affects the cyclist. He will need water in all to move and get through his journey. Water is the main thing he should have. He could end up getting dehydrated and might cause him to die right in the middle of the street. Therefore water is one feature that affects the cyclist.  Furthermore he�s in the middle of nowhere. There is no buildings or nothing around, not even gas stations so where it is can stop and if he had money he would be able to buy about @NUM2 or @NUM3 bottles of water and maybe even a few snacks. That is another feature that will affect him. Lastly nobody�s around town in able to help him out or anything. Let�s say that he gets lost and he�ll need direction to get wherever he�s going well there�s nobody around in able to help him get around or anything. In conclusion those are the @NUM1 main features that will defentily affect the cyclist. 	1	2		2																					
99	3	The settings affect the cyclists for many reasons. One, if the setting is nice, the rider can concentrate on the scenery not on only pain they are having. also, if the setting isn�t very nice, the rider would probably concentrate more on the pain than they would the scenery. another thing is if the setting is very hilly & the rider has to drive over it, it @MONTH1 not feel the greatest. The cyclist would get even more pain than before plus the cyclist could could get dehydrated faster, the setting really does affect the cyclist.	1	1		1																					
102	3	The features of the setting made the cyclist�s ride longer and harder than he expected. When the cyclist first headed out the road was flat and smooth. Halfway through his trip the �Flat road was replaced by short, rolling hills.� The cyclist continues to pedel even though he was slowed down to 12 mph. The hills made the ride slower and harder because of the hills. Tuoards the end of the hills he had to make it �Over on long, crippling hill�. The word �crippling� is used to show the phisical affect that the hill had on him. The hills were a feature of the setting which made the cyclist�s ride longer, harder, and more phisically demanding.	1	2		2																					
105	3	The setting is like a desert with no water or people civilizations anywhere around him. This make him more worried because if he dies know one will know for days or weeks probably.	1	1		1																					
106	3	There are several features that the cyclist encountered, and all of them affected the cyclist. For example, �several rusty bumps,� is a quote of the text explaining that he wasn�t riding on smooth ground he was riding on rough, hard, bumpy ground. Also he had a huge lack of water he was water depleted he couldn�t even go the speed limit, he was going 12 mph, he could have been going 55 mph. �Rough roads ahead Do not exceed posted speed limit,''  this is another quote expressing the dangers in the ride that he was risking. All these things made the cyclist uncomfortable, dehidrated, and very tired.	3	2		3																					
110	3	"The features of the setting effected the cyclist very much. The text says, �The sun was beginning to beat down�(Kurmaskie @NUM1). The hot sun was making the cyclist sweat. He was losing water. This was making him dehadrayted faster. The text says. �Flat road was replaced by short, rolling hills"" (Kurmaskie @NUM2). The hills the cyclist had to ride up were wearing him out. He was getting tierd faster. The text says. �I stubled into a rather modern in bathroom and drank deeply from the sink"" (Kurmaskie @NUM3). The modern bathroom had good, cold water. This allowed the cylist to drink from it. The water replenished the cyclist allowing him to regain some of his strength. Then the cyclist could carry on."	2	2		2																					
111	3	In the eassy �DO NOT Exceed posted speed limit,� It is a clear cut for survival as it seems that this man is fighting to stay alive. As l know cyclists pedal for hours at a time and sometimes for hundreds of miles of he was biking where green grass and cool mountains collide the tone and mood of the essay would of beam completely different.He uses sentences such as �� of two hundred degrees, deteriorating brain, birds would pick me up clean and drop from heatstroke.� @CAPS1 all make me want to read further in the essay to see lf he will be ok by thes end of his journey? I know what the feeling is when you are low of fluids because l have chronic dehydrated. I couldn�t imagine biking and only seeing desert hiss and passing tumble weed. It sounds like an awful experience. If he were somewhere cooler and colorful his experience wouldnt of been so horrific.	3	3		3																					
112	3	There are many ways that the setting affected the cyclist. One way is in the story when it says that it was very hot, he could become dehydrated and could possibly have a heat stroke, also the rodes were windy. This could be a problem because hes tired so he might not be able to go around the turns, he might just keep going straight and then get lost even more. That is all about how the features of the setting affect the cyclist in the story.	1	1		1																					
114	3	The cyclist was affected by the heat. The fact was June , hes in the desert and has low on water were what almost lead to his own down fall. This hot desert setting sounds hostile and am I�m surprised he lived and that he was that lucky.	1	1		1																					
117	3	"The features of the setting in the essay, �Rough Road Ahead: Do Not Exceed Posted Speed Limit,� greatly affected the cyclist. In the beginning of this man�s journey he was confident in his abilities. �I rode in the morning with strong legs and a smile on my face.�  The cyclist was prepared for an exciting day and the setting supported this feeling. ""The cool pines and rushing rivers of Yosemite had my name written all over them."" @CAPS1, as the setting began to change and his water ran out, the cyclist's attitude changed. He was �traveling through the high deserts of California in June� without much water and begun to feel desperate. As more and more abandoned buildings and deserted towns appeared he went into despair. �At some point, tumbleweeds crossed my path and a ridiculously larg snake - it really did look like a diamondback-blocked the majority of the pavement in front of me.� He was in the middle of nowhere with no one around and because of this setting he lost hope of surviving. He thought he was going to die of heat stroke, not having any water left, on these short rolling hills and under the extremelyly hot sun. The cyclist was affected by the features of the setting, going from confidence, to desperation and despair, and then to relief, the changes in setting caused his change in attitude throughout this journey. "	3	3		3																					
119	3	The cyclist went on a rough journey and he was explaning how tiering it was and difficult it was for him going from town to town having to diel with lack of water poisonous snakes and the condition of the road.	1	1		1																					
120	3	The setting of the essay didn�t really help the author at all on his journey. There were not many structures on the way. Either that, of the towns said to be, �a ghost town.� @CAPS1 this couldn�t have reassured the author that things were going his way. It also was very hot during his journey. The author says he is �traveling through the deserts of California in June.� Deserts are very hot places and June is during summer which is the hottest month so it had to have been extremely hot and humid. @CAPS1 all this must have taken a toll because he never really saw anything reassuring until the last town he reached with the bait store. So the setting definitely had to have affected his confidence and his energy levels.	3	2		3																					
121	3	The features that set the affect of the cyclist is very clear in case of this essay which resene when it @CAPS1 the signs  that said �Rough @CAPS2 ahead: Do not Exceed posted Speed Limit.� That had to slow down his bike. �Then he said that their were no building or cars nowhere	1	1		1																					
126	3	It affects the cyclist because in the begging talk�s ablut the old man. Italso talks about basically saying there information is out of aase also in other words should have just followed his map in the first place.	1	1		1																					
130	3	"The features of the setting affects he cyclist. One way it affect the cyclist is it by being hotlike a says in the text""I could drop from heat stroke on a gorgerous day in June ""@CAPS1 way it affects the cyclist by being bumby like it says in the text ""ROUGH ROAD AHEAD:DO NOT EXCEED POSTED SPEED LIMIT."" that is how the setting affects the cyclist."	1	1		1																					
131	3	The features of the setting affect the cyclist by the mood the cyclist and what happens as he journeys in the desert to a town. For example his mood changes when the old man asks him for a map and his attitude changes by cautiousness of the new, of the new road he went on then terror when he thought he was gonna die � I was gonna die and the birds would pick me clean� then to pride when the old man asks for a map and the author says �I own a very good map� But as he journeys to Yosemite the setting changes when he goes to a  desert type of place then goes a bait shop to rest. Then probably on his merry way to his destination.	2	2		2																					
134	3	The setting of the story affects the cyclist in most of the story. The heat made him hot & thirsty while the travel gave him a lack of energy and even     of a need for water. In paragraph @NUM1 the writer says one of the hills was �long and a               � The hill was wearing him out & draining what was left of his energy. The setting of the story was the biggest party if the road was flat and bumpy while the tempeture was	1	1		1																					
136	3	The different settings that the cyclist had to ??? were mountains or hills winding roads and California desert in June. As well as he was running out of water.	1	1		1																					
137	3	How the features of the setting affect the cyclist by taking and not had the right setting. The features are just not right and and they could be changed around a little bit and still have about the same meaning of the essay. So I think they should change it around.	1	2		2																					
141	3	The setting in this short story �Rough Road Ahead: Do Not Exceed Posted Speed Limit� is a hot, sunny desert, in which all towns have been abandoned, �The sun was beginning to beat down� (@NUM1) � i arrived at the first town it fit the defination of a ghost town (@NUM1) trational. The cyclist at this point is not, tired and worried about the lack of water. The setting and cyclist�s state run side by side.	1	1		1																					
142	3	In the story there are many affects the cyclist deals with. He has to go through a lot of bad things just to finish. The cyclist has to watch out for a rough road he was going over. Also the whole time he was racing he had to watch out for diamond back snackes. Also the whole race, the cyclist biggest problem was water. He ran out quickly. And when he saw the factory and stopped. He put rocks in his mouth to make him forget about water, and lets yours split circulate. The cyclist had to go through all these problems which made it show that he had determination.	2	2		2																					
144	3	During the cyclist bike ride the unbearable conditions changed his attitude when he firsts starts the reader can sense frustration because of the old timers and there directions. Then as he realizes that he might have enough water his attitude changes. The cyclist goes from frustrated to loving the secenery, �The cool pines and rushing rivers of Yosemite had my name written all over them,� as the conditions changed to even more unbearable heat. He decided to just give up. Until he got courage and �slowly gaining elevation while losing hope.� When he saw Gary and Wilber�s fish camp, he realized he was safe.	2	2		2																					
