essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
18	3	The setting of the story affects the cyclist in many ways. Since he is riding in the California desert, he always feels very hot and is always in constant thirst. In addition to this the area he is riding in appears to be quite desolate. He finds nothing but old abondored buildings. He doesn't find anyone. No people or cars, or any sign of modern civilization. This causes him to feel a little unnerved as if something happened to him nobody would know about it. This is especially prevelent when he become dehydrated. In those ways, the cyclist is very much affected by the setting.	2	2		2																					
21	3	The features of the setting that affect the cyclist are the lack of water, out of date information, and rolling hills. If he had up to date information then he would probably have got water from a town that�s not empty or almost empty like a �ghost town� as the cyclist said.	2	1		2																					
22	3	The cyclist has a couple things if he racing and the wind is blowing then theres a problem and he has to follow traffic law and ride on the right side or the road.	0	1		1																					
25	3	"The cyclist had a very hard time geting to Yosemite National Park. This is because the sun was out, and it was in the middle of June. I was so hot out the cyclist became dehydrated faster than he would have on a cooler day. When the pumped the handle of the old rusted water pump, he said the water felt, �somewhere in the neighborhood of two hundred degrees. The cyclist also had to deal with a lot of ""short rolling hills"", which was much more difficult to bike on than flat roads. On top of everything else the roads were in very bad condition, so you had to watch for rocks in the road."	2	2		2																					
27	3	Well I would put it like this is that the weather had everything to do with it because the not weather make you tired and upset and easy to angre so now it make you upset and and then stress.	1	1		1																					
32	3	The features of the setting affect the cyclist in many different ways. One example is the hot sun that was beating down on him made him very thirsty. Another feature is the rough road that wore the cyclist out and made him tired. My last example is the old juice factory with the picture of a refreshing cup of juice on it made the cyclist feel like giving up because he thought he would die of dehydration. These are my reasons as to why the features of the setting affect the cyclist in many different ways.   	1	1		1																					
34	3	Understanding, realitic, mode-all are reason�s how setting affects the setting. If a book has a good setting then the book might be pretty good. When you have a setting it�s more understable of what they are trying today. And if you have a good setting it makes it more realitic So when you read it you wont be thrown off, the mode of the story sets it all off, because usually books have there ups and downs. That�s why they chase the mode.  	0	0		0																					
36	3	"The terrain during the cyclist�s journey greatly affects him. For example, the first terrain that he experienced was not very hilly, but rather flat and soothing. The author stated, �I rode into the morning with strong legs and a smile on my face.� This shows that he was energized and happy. However, the reader can predict that the journey will not remain this joyful, because the cyclist is basically in the desert during the summer, in which it is extremely hot. Then, the cyclist experiences hilly terrain that sucked the life from his body, especially because he had no water left. The cyclist said, �sometimes life can feel so cruel"", emphasizing that the cyclist mood had changed from enthusiastic to tired and forlorn.  This change of mood from the terrain can be connected to real life, as obstacles are include, in which the person must persevere and be strong to overcome, in which the cyclist finally did. "	3	2		3																					
38	3	The narrator in this story goes through a tough journey insisting of hope, challenge physical pain, despair, and relief. All of these are further developed by the settings where they take place, For example after taking advice from old men at a campsite, he is on his way through the deserts of California. If he had been almost anywhere else, his journey could have been much better. He could have gotten more reliable advice, or had been in a place where the towns were not miles and miles apart. Also, at one point he reaches a snake on the road. This could symbolize a decision, which was to go and how it will affect the outcome of his trip, or perhaps the decisions he had already made. To take advice from strangers and better yet he should use it. The irony continues as he becomes dehydrated and the flat land turns hilly. If that weren�t to happen he could have been more successful and healthy on his trip. The setting in this men�s story are necessary for if to have plot line and have the humour it possesses. If he were in the city, for example, he would not get lost and stranded, and therefore would have no story.	3	2		3																					
40	3	The features of the settings affect in the story �Do Not Exceed posted speed Limit� it is the morning and everyone is still sleep and he wakes in the morning for something to do when he pull up to the first plase he thinks that they are all old and crazy and he thinking that the places needs fixing because the houses are falling apart. Then..leaves and see these wide bunch of hills. inconclusion I would never do all the riding he did.  	1	2		2																					
42	3	The setting in the story discouraged the biker very much. As he follows the advice of the elderly men and starts off his journey he notices that there is, �no one in sight, not a building, car, or structure of any kind.� He uses tone words to describe how had things are when he says, �The water bottle contained only a few tantalizing sips.� He describes in exhaust how hard his journey is getting. He describes the intense heat inthe desert of California, pedaling up, � one long, crippling hill.� The terrain did not make his rideeasy at all. The factor of weather, rolling hills, and the shortage of water take a tall on him. If he were on flat terrain on a cool day then he would have been first fine.	2	2		2																					
44	3	The features of the setting affect the cyclist.The features of the setting, or nature, affect the cyclist because they are wearing her out. The cyclist is going to the city of of yosemite but some guys gave her a short cut. Through this shortcut are hills and heat and lack of water. @CAPS1 describes this by saying, �I wiped the sweat from my eyes to make sure it wasn�t a mirage, and tried not to get too excited.� @CAPS1 is excited that there is a building that @CAPS1 might get some water from. Also, @CAPS1 wiped the sweat from her eyes meaning it is hot outside and @CAPS1 is sweating and losing water. Therefore, the features of the setting affect the cyclist.	2	2		2																					
48	3	"In the story many different settings affected the author in many different ways. In the very beginning of his journey he came across a ghost town. He reacted to the features of this setting with humor and hope. �I chuckled, checked my water supply, and moved on."" He still has hope that he would end up safe and in the right place. The next setting was an abandoned shed with a water pump and a fork in the rode. He grew worried when he saw that no near town was still in sight. �This sight was troubling� when the features of the next setting caught his eye he was desperate and devastated. �At some point, tumble weed crossed my path and a ridiculously large snake� He was on rough terrain in the middle of the desert with little water, when he reached the abandoned @CAPS1�s factory all his hope was lost and when he was planning his death. �I was going to die and the birds would pick me clean."" @CAPS2, when he reached the fish camp, he was relieved ""I had overwhelming urge to seek out Gary and Wilber, Kiss them and buy some bait.� He was overjoyed and overwhelmed because he had survived.    "	3	3		3																					
49	3	Ghost towns are not exactly the most inviting place for a cyclis trunning low on water supply. In �Rough road ahead: do not exceed speed limit� the cyclist is affected in many ways by his surrounding settings. Starting off on a warm day with the sun bright start off as a good thing, while his mood is still fresh and happy expressions play on his face. But as he moves on he speaks of how �The sun was beginning to beat down� expressing his remorse of listening to the old men that led him on their �shortcut.� Along the road he comes to his first let-down, a ghost town with �one ramshackle shop, several rusty pumps and a corral that couldn�t hold the lamest male.� @CAPS1 he tries to pump the water from the corral but gets a �battery-acid� flavor and is forced to continue onward with little left to drink. This affects his mood to pity for himself and anger at the men who put him into the predicament. By the end he is relieved though when he comes to GARY & @CAPS2 FISH CAMP, a place with a working sink full of cold water. He says he �had an overwhelming urge to seek out @ORGANIZATION1, kiss them and buy some bait.� His thankfulness is expressed to men he doesn�t even know but because they were the light at the end of his long, dark and very exhausting tunnel.	3	3		3																					
50	3	The features of setting affect the cyclist. It was hard arrived at the first town for author. For example �Rough Road Ahead: Do not Exceed Posted Speed Limit.� The road that author was ridding, it was rough. @CAPS1 example is �Flat road was replaced by short, rolling hills.� All the road was hills and rough. Than �The water bottle contained only a few tontalizing sips.� @CAPS1 doesn�t have that much water. That was really hard.	2	1		2																					
51	3	The features of the selling effect the cyclist a lot. One factor that would effect the cyclist would be the heat. Also, because of this factor, he�s pobably suffering from lack of water. He�s probably really hot seeing he�s the only one cut in the middle of nowhere for what looks like miles. Another feature of the setting that would probably effect the cyclist is the thought of there @MONTH1 be a car around this next turn. If he can�t see around the next turn he doesn�t know is coming. The cyclist could also be thinking about when the next town will show up.	1	1		1																					
52	3	The setting puts a great deal of stress on the cyclist. The biggest issue he faces is the weather. He is a cyclist �traveling through the high deserts of @LOCATION1 in June.� He had been riding his bike all day and he was soon going to run out of water. Just when he thought he could drink more water, he drank �water feeling somewhere in the neighborhood of two hundred degrees.� The weather being so hot and humid, did not help the cyclist throughout his journey. Another factor of the setting that affected the cyclist was the terrain. �Flat road was replaced by short, rolling hills,� is a main problem the cyclist faced. These changes in terrain played into the fact that the weather did not cooperate. The hills made the cyclist work harder therefore use more energy. Luckily the terrain had a positive affect on the cyclist as well. The stones he found on the ground, helped keep his mind off the thirst. There were many factors of the setting that negatively and positively affected the cyclist throughout his adventure.	3	2		3																					
53	3	The narration of �Rough Road ahead� a solo cyclist encounters several challenges throughout the story. The changes in his environment directly affect the completion of his journey and his health. As the narrator makes his way to Yosemite national park from the none of the old men his first encounter with his environment acknowledges his deserve and need for water. The text states �I had been huting my water pretty regularly... the high deserts of California in June�. To disappointed the truck stop�s water supply from the pumps was not adequate for his concumption, only forcing him to link elsewhere to quench his thirst next, he explenced rolling hills by exsercising more energy he made his way now everyone still in need of water. His spend lost his quickness as thoughts of his crippling dyhydration distracted him. He wer came his challenges making his was to a bate shop as the heat beat him unmercifully. The change in his environment challenged his heath and created a obstraction that nearly deterred him from his goal.	3	2		3																					
56	3	The settings that affected the cyclist were in fact ones you don�t want to be near when you are out of water and tired from pedaling. The time and place affected him greatly because there wasn�t a cool breeze in the air in June at California. He was in the middle of flat deserts and had no sense of where the part as and where civilization too so he can get some water. The quote �old timers who haven�t left the confines of their porches since Carter was in office� helped you realize taking advice of direction from old people who don�t go anywhere is a bad idea. �Flat road was replaced by short rolling hills�. This quote shows you some terrail features that affected the cyclist. Furthermore, the cyclist realivingly found civilization with running water.	2	2		2																					
58	3	"I think the features of the setting that affected the cyclist were the terrain �Flat road was replaced by short rolling hills� this shows that he is a warm and trobled by the change of the terrain. He also fells alone �I toiled on at some point tumbleweed crossed my path� he also. Though he was in a ghost town. �Summer time� rattled around in the dry honeycombs of my detorating brain"" he felt that he was slowly dying. He also though he was losing it, the sun had a great impact on him because he wiped his face to make sure he was no seeing a mirage. But through it all he had hopes the author also wants us to have hope and keep on going even though things dont look good keep moving foward never look back and alway's be positive and take advanage of your surrounding. This is the message the author tries to give"	2	2		2																					
61	3	In the story �Do not exceed posted speed limit� by Joe Kurmaskie there were many things that effected the cyclist. Such as the water. He had no really good water to drink because of where he was''. When I tryed a drop or two, it had the flavor of battery acid''. He wasnt able to drink the water because the battery acid'' that was in it could have made him very sick. Also the unstable roads that he had to bike through made things hard. ''Rough roads ahead'' To ride on unstable ground can be very hard to do. So just these two examples, the water and Rough roads made the features of the setting deffinitly effect the cyclist.	1	1		1																					
68	3	Setting can affect anyone and everyone, in this case it happened to be a cyclist. Since it was June, it happened to be pretty not outside causing the cyclist to lose more body fluid due to his constant movement producing sweat. This makes water a must have. Also, as he passes through, he comes across a sign that read: ROUGH ROAD AHEAD: DO NOT EXCEED POSTED @CAPS1. Since the road was harder to drive on, riding a bike across it isn�t much easier. Anothe way the setting affected the cyclist was the snake that blocked the road, which he thought of to be a diamondback.	1	1		1																					
69	3	The features of setting  really effects the cyclist because of the condition. For example, the weather, it is hot, it will slow the person down. And if it�s perfect that will let the person go at regular speed. And the roads, if the road is bumpy that will slow them down. And if its smooth that will speed them up. See, it really does depend on the condition.	1	1		1																					
70	3	"The setting affects the  author alot. First he is in a California desert in the middle of June. It is very hot out. This makes the cyclist very tired. There are some cool pines, but they do help much. There is also no where to get water for a very long time. The narration states, �I eased past, trying to keep my balance in my dehydrated state"" (Kurmaskie @NUM1). With no water the cyclist was dehydrated. This hurt his biking skills like balance and led stregth. Finally there was no one around for most of the story. The cyclist did not know how far he had to go until he reached @CAPS1 or water. There was also no one  to help him if he were to have a heat stroke."	1	1		1																					
72	3	The setting of this story greatly affects the cyclist�s attitude and adversities. The path of the cyclist is through California deserts, which are dry and hot. This first presents the major conflict of the story, the danger of the cyclist getting heatstake. In the reading, the author says, �I had been hitting my water bottles pretty regularly� If the setting was in a cooler climate, the author would most likely not drank as often, and would not face dehydration. The trip would not have been as dangerous for the cyclist if the climate was different. Another element of the setting that affected the cyclist was the terrain. In the reading it says, �Flat road was replaced by short, rolling hills.� The rough road not only would take a toil on the authors body, but also his mind. While riding, the author thinks, � I was doing a water-depleting 12 mph� This shows how his attitude is getting less and less optimistic as well as keeping his mind on his thirst. Thinking of his thirst would only get him more thirsty. The small change in terrain had a large impact on the authors journey. Perhaps the most influential element of the setting is the isolation. Only until the end of the story does the cyclist run into another human. Up until that point, He was all alone, having to deal with his thirst and fatigue on his own. If the setting had been in a more urbanized area, the cyclist could have gotten help from other people, which would have made his ordeal very easy. Also known, that nobody was going to help him played a large role in the mental state of the author. In conclusion, the conflict of this story was set up by the setting. If the setting were not hot, rough, and isolated, the cyclist would have had an easy journey, and the story would not have been as exciting or interesting. A different setting in my opinion would have ruined the story.	3	3		3																					
75	3	The features of the setting affect the cylceist by the ground would change terrian a lot makeing it difficult to ride at the same speed the entire way. Also, the lack of water made it hard to focus. I think the features of the setting affect the cycleist by people think they are worse than the actually are.	1	1		1																					
77	3	In this story the cyclist is going through a desert of California. This is a reason why he is very limited on water supply. It is really hot which would cause him to drink a lot more water. He had started his journey in the morning so that the sun wasn�t as hot as it would be in the middle of the day. Then it started to get a lot more sonny. So with the sun comes more heat. The rider says �The sun was beginning to beat down.� This would help the readers realize what time a day it was and how hot it was. This was in the morning so he didn�t realize it but as it got into the afternoon he realized it and started to get dehydrated. 	2	2		2																					
79	3	"The cyclist is traveling through a rough part of California during the hot month of June. The author describes part of part of his journey; ""I was traveling through the high deserts of california in june."" The heat of the sun and not much water around is causing the cyclist to worry about his health. A little further into his journey realizes how bad he could get if he doesn't find water soon. The author write, ""the growing realization that I could drop from heatstroke. ""As the cyclist has run out of water & there is no sign of life around, he begins to feel that he @MONTH1 never make it through the desert to yosemite National Park.The author describes this ""I was going to die and the birds would pick me clean. ""The setting of the cyclist""s journey greatly affected how he percieved his journey."	3	3		3																					
80	3	The features of the setting affect to cyclist because of where he is. The biker is in a campground in California. By saying that one could sense it is a dusty place. Also, when the story says that the �town� had been abandoned. This also tells us that the place the cyclist is in is a diserted place without many people or places to stop. The story also talks about a snake in the road. A snake in the road tells one that the town is desireted I could tell that this �town� is deserted because around here, people do not goin towns that don`t have buildings. It a snake was in the road, then the town must be empty because around here streets are busy and no snakes in the road.	2	1		2																					
85	3	"In ""rough road ahead: Do not exceed posted speed limit the features of the setting affect the cyclist. Many visual features create a very deserted area thats hott in your head. For example in paragraph five they use alot of adjectives to describe how abandon the place was. Words like ramshackle and rusty. Also how often the lack of water was brung up made us think of how hott this California desert must have been. Also the heat made the cyclist belive he was seeing a miracle when he saw the Welch�s fruit juice factory. The choice of visual words in this story are words to describe what affected the cyclist."	1	2		2																					
90	3	The setting and it`s features affect the cyclist greatly. He is in the desert and all the town's are abandoned. Also he now hits a sign that says �Rough Road Ahead�(kurmaskie, pg @NUM1). This makes his trip even worse because now he has to make it over not only big hills but torn up, old, beaten roads. And he has the sun beating down and is almost out of water.	2	1		2																					
94	3	In the short story the cyclist was affected by the setting in many ways. The author was running out of water throughout the whole story. �The water bottles contained only a few tantalizing sips.� There was a limited amount of water in the bottles. He had to travel a long distance. �Not two miles into the next section.� He was getting tired quick. Also the terrain was not good. �I noticed the terrain changing, flat road was replaced by short, rolling hills.� It get harder and harder to continue his ride.	2	2		2																					
97	3	In the essay �Rough Road Ahead: Do Not Exceed Posted Speed Limit,� the author changes the mood by not only telling us how the cyclist feels, but also by describing his environment. As he's leaving the �resevoir compground� he�s feeling pretty good because he�s just leaving �the serenity of an early-summer evening and he�s headed toward �The cool pines and rushing rivers of Yosemite.� He�s in a beautiful setting and this affects the cyclist because he�s anticipating another one. However, when he moves to the �ghost town� and the �sun was beginning to beat down� he�s less confident and becoming more doubtful about the mens advice. However, he�s still optimistic, finally it funny that it was once �a thriving little spot.� Next, when the cyclist comes to �one ramshackle shed, several rusty pumps and a coral� he knows that things are in bad shape and he @CAPS1 water. However, all the have is a �tarlike substance� so he moves on, having no choice. When he comes to the �rough road tumbleweeds and a ridiculously large snake� it effects the cyclist by letting him know that things are at their worst and he can either give up, or keep pushing through. I doubt it could get any worse, and so does the cyclist. Finally, at the end the cyclists enters a rather modern bathroom� and things are back to civilization for him, so he feels relaxed, relieved and much better. 	3	3		3																					
98	3	There are @NUM1 features of the setting that affects the cyclist on his journey. There is a lack of water, in the middle of nowhere, and nobody�s there. Due to lack of water, this feature really affects the cyclist. He will need water in all to move and get through his journey. Water is the main thing he should have. He could end up getting dehydrated and might cause him to die right in the middle of the street. Therefore water is one feature that affects the cyclist.  Furthermore he�s in the middle of nowhere. There is no buildings or nothing around, not even gas stations so where it is can stop and if he had money he would be able to buy about @NUM2 or @NUM3 bottles of water and maybe even a few snacks. That is another feature that will affect him. Lastly nobody�s around town in able to help him out or anything. Let�s say that he gets lost and he�ll need direction to get wherever he�s going well there�s nobody around in able to help him get around or anything. In conclusion those are the @NUM1 main features that will defentily affect the cyclist. 	1	2		2																					
102	3	The features of the setting made the cyclist�s ride longer and harder than he expected. When the cyclist first headed out the road was flat and smooth. Halfway through his trip the �Flat road was replaced by short, rolling hills.� The cyclist continues to pedel even though he was slowed down to 12 mph. The hills made the ride slower and harder because of the hills. Tuoards the end of the hills he had to make it �Over on long, crippling hill�. The word �crippling� is used to show the phisical affect that the hill had on him. The hills were a feature of the setting which made the cyclist�s ride longer, harder, and more phisically demanding.	1	2		2																					
104	3	Sun, amount of miles, people all are reasons why the setting affects the cyclist. For example, the sun was beating down on him every time and the cyclist seemed to complain that it was so hot. Also, he said that he really didn�t seem to notice it through in his mind it affected the cyclist. Next, the amount of miles that the cyclist was biking affected him mentally because people kept,	1	1		1																					
106	3	There are several features that the cyclist encountered, and all of them affected the cyclist. For example, �several rusty bumps,� is a quote of the text explaining that he wasn�t riding on smooth ground he was riding on rough, hard, bumpy ground. Also he had a huge lack of water he was water depleted he couldn�t even go the speed limit, he was going 12 mph, he could have been going 55 mph. �Rough roads ahead Do not exceed posted speed limit,''  this is another quote expressing the dangers in the ride that he was risking. All these things made the cyclist uncomfortable, dehidrated, and very tired.	3	2		3																					
108	3	"The features of the setting affect the cyclist because it is hard to go far on a bike when the place, you are ridding is dry, abandoned, a quiet, hot cold and straight forward. It tells you that the setting is abandoned when if says �there was none in sight, not a building, car or structure of any kind"". This would make it hard for a cycler because you need a good water supply and thats hard to keep when there is nothing around."	1	1		1																					
109	3	The cyclist choose to take an old abandoned route to @LOCATION1. The route had in some places no buildings at all to see making the cyclist loss hope of his need for water. Until the end there was no one on the route making him all alone. So if something happen who would know. During his adventure he ran out of water making him dehydrated that didn�t help. The setting of the story seems tragic to the cyclist.	2	2		2																					
110	3	"The features of the setting effected the cyclist very much. The text says, �The sun was beginning to beat down�(Kurmaskie @NUM1). The hot sun was making the cyclist sweat. He was losing water. This was making him dehadrayted faster. The text says. �Flat road was replaced by short, rolling hills"" (Kurmaskie @NUM2). The hills the cyclist had to ride up were wearing him out. He was getting tierd faster. The text says. �I stubled into a rather modern in bathroom and drank deeply from the sink"" (Kurmaskie @NUM3). The modern bathroom had good, cold water. This allowed the cylist to drink from it. The water replenished the cyclist allowing him to regain some of his strength. Then the cyclist could carry on."	2	2		2																					
111	3	In the eassy �DO NOT Exceed posted speed limit,� It is a clear cut for survival as it seems that this man is fighting to stay alive. As l know cyclists pedal for hours at a time and sometimes for hundreds of miles of he was biking where green grass and cool mountains collide the tone and mood of the essay would of beam completely different.He uses sentences such as �� of two hundred degrees, deteriorating brain, birds would pick me up clean and drop from heatstroke.� @CAPS1 all make me want to read further in the essay to see lf he will be ok by thes end of his journey? I know what the feeling is when you are low of fluids because l have chronic dehydrated. I couldn�t imagine biking and only seeing desert hiss and passing tumble weed. It sounds like an awful experience. If he were somewhere cooler and colorful his experience wouldnt of been so horrific.	3	3		3																					
115	3	The features of the setting had misled the cyclist. When he had first left the town where the old men adviced him cyclist had high hopes as a looked and senery enjoyed seeing very ? of the struggle.	1	1		1																					
117	3	"The features of the setting in the essay, �Rough Road Ahead: Do Not Exceed Posted Speed Limit,� greatly affected the cyclist. In the beginning of this man�s journey he was confident in his abilities. �I rode in the morning with strong legs and a smile on my face.�  The cyclist was prepared for an exciting day and the setting supported this feeling. ""The cool pines and rushing rivers of Yosemite had my name written all over them."" @CAPS1, as the setting began to change and his water ran out, the cyclist's attitude changed. He was �traveling through the high deserts of California in June� without much water and begun to feel desperate. As more and more abandoned buildings and deserted towns appeared he went into despair. �At some point, tumbleweeds crossed my path and a ridiculously larg snake - it really did look like a diamondback-blocked the majority of the pavement in front of me.� He was in the middle of nowhere with no one around and because of this setting he lost hope of surviving. He thought he was going to die of heat stroke, not having any water left, on these short rolling hills and under the extremelyly hot sun. The cyclist was affected by the features of the setting, going from confidence, to desperation and despair, and then to relief, the changes in setting caused his change in attitude throughout this journey. "	3	3		3																					
118	3	"The features of the setting in �Rough Road Ahead, Do Not Exceed Posted Speed Limit, �affect  the cyclist in major ways. First, when the cyclist sees the grape juice factory, he is reminded that he is out of water and is doubtful about even living. The text states, ��A young   pouring a refreshing glass of juice into his mouth could still be seen. I hung  my head �   (Kurmaskie @NUM1 ). The  text later states, "" At some point, tumbleweeds crossed my path..."" (kurmaskie). This tells that the cyclist feels de pressed and is majorly affected by these sights. This could and would later ruin his self esteem and think about diying."	2	2		2																					
119	3	The cyclist went on a rough journey and he was explaning how tiering it was and difficult it was for him going from town to town having to diel with lack of water poisonous snakes and the condition of the road.	1	1		1																					
120	3	The setting of the essay didn�t really help the author at all on his journey. There were not many structures on the way. Either that, of the towns said to be, �a ghost town.� @CAPS1 this couldn�t have reassured the author that things were going his way. It also was very hot during his journey. The author says he is �traveling through the deserts of California in June.� Deserts are very hot places and June is during summer which is the hottest month so it had to have been extremely hot and humid. @CAPS1 all this must have taken a toll because he never really saw anything reassuring until the last town he reached with the bait store. So the setting definitely had to have affected his confidence and his energy levels.	3	2		3																					
123	3	The features of the setting affected the cyclist because, forty miles into the desert, I arrived at the fisrt �toun�. The setting of the desert affected the cyclilst because the cyclist, because cyclist was arising doun the road when the men with the settings came and affected the cyclist. The man was very crazy. Her water bottles contained only a few tantalizing sips. Wide rings of driead sweat circled my shirt, and ?? he ?? that should drop from heatsroke on a gorqeas day in june simply because I listened to some gentleman who were it been off their ??? ???, ??? to tough. This my responese to the features of the setting affected the cyclist.	2	2		2																					
124	3	The cyclist trusted a man that didn`t know much about the world, he thought that the guy would know how to get to the place he was looking for. The cyclist took his advice, he thought that he would be there really soon so he start to drink his water really fast. He realized that he was out of water and the park he was going to wasen�t anywhere near. The cyclist got frustrated and angry he was now crossing the desert which was making him tiered and dehydrated. He pased this road that was a rough road with tumbleweeds and snakes he kept on going until he sow the �@CAPS1 Juice� company. He hurried there, went into the bathroom drank same water. When he got out an old men asked if he needed directions, the cyclist said no.	2	2		2																					
126	3	It affects the cyclist because in the begging talk�s ablut the old man. Italso talks about basically saying there information is out of aase also in other words should have just followed his map in the first place.	1	1		1																					
129	3	In the story �Do Not @CAPS1 Posted Speed Limit� there were many features of the setting that affected the cyclist. The most challenging problem faced  by the author was the lack of water. � I pumped that handle for several minutes but the water wouldn�t calm down nor I tried a drip or two,it had the flaver of beatterly acid.When @CAPS2 set out for the next train @CAPS2 came to a road that read �Rough road ahead, Do Not Exceed Posted Speed Limit. The tarrain got more bumpy & hard to cross. The effected the determination the cyclist had left @CAPS2 the regreted not listening to the old men of didn�t think they knew what they were talking about. Due to the fact they never left their porches. As you can see the setting most deffinated effected the cyclist in physical or mental ways.	2	2		2																					
